translon_id	classification	chrom	start	end	exonic_length	feature_mean	max_flank	upstream_mean	downstream_mean	conservation_specificity	has_cds_overlap	overlapping_genes
c2riboseqorf167	regional_conservation	chr2	216371335	216371599	264	2.7935831546783447	3.847792863845825	3.847792863845825	2.132166862487793	-1.0542097091674805	False	-1
c9riboseqorf6	regional_conservation	chr9	12775114	12775216	102	1.7262158393859863	2.781893253326416	2.781893253326416	1.4255999326705933	-1.0556774139404297	False	-1
c1riboseqorf101	regional_conservation	chr1	53838275	53838407	132	2.04205322265625	3.098233222961426	0.6538867354393005	3.098233222961426	-1.0561800003051758	False	-1
c19norep203	regional_conservation	chr19	47019907	47021032	117	1.8646581172943115	2.927473306655884	1.077693223953247	2.927473306655884	-1.0628151893615723	False	-1
c4norep109	regional_conservation	chr4	102827985	102828066	81	2.1712470054626465	3.241433620452881	1.4772467613220215	3.241433620452881	-1.0701866149902344	False	-1
c1norep43	regional_conservation	chr1	16212502	16212604	102	3.640166997909546	4.710460186004639	4.710460186004639	3.451106309890747	-1.0702931880950928	False	-1
c14riboseqorf69	regional_conservation	chr14	67279085	67279142	57	5.5219645500183105	6.595252990722656	3.6401400566101074	6.595252990722656	-1.0732884407043457	False	-1
c1norep255	regional_conservation	chr1	170663134	170663227	93	6.074171543121338	7.148733615875244	0.7429733276367188	7.148733615875244	-1.0745620727539062	False	-1
c17riboseqorf112	regional_conservation	chr17	49622871	49678068	141	5.47424840927124	6.554293632507324	2.5008530616760254	6.554293632507324	-1.080045223236084	False	-1
c15riboseqorf52	regional_conservation	chr15	66703084	66703195	111	5.113107681274414	6.193231582641602	2.452526569366455	6.193231582641602	-1.0801239013671875	False	-1
c2norep32	regional_conservation	chr2	36696878	36696947	69	3.1797826290130615	4.266513347625732	3.144406795501709	4.266513347625732	-1.086730718612671	False	-1
c17riboseqorf114	regional_conservation	chr17	49668043	49677984	87	3.764425039291382	4.862593173980713	4.862593173980713	3.9869604110717773	-1.098168134689331	False	-1
c1riboseqorf92	regional_conservation	chr1	45660497	45660548	51	3.5903730392456055	4.688733100891113	2.6428935527801514	4.688733100891113	-1.0983600616455078	False	-1
c3riboseqorf32	regional_conservation	chr3	28348696	28348783	87	2.2725517749786377	3.373657703399658	-0.12719999253749847	3.373657703399658	-1.1011059284210205	False	-1
c14riboseqorf78	regional_conservation	chr14	71587742	71587817	75	2.9757866859436035	4.082653045654297	2.1321065425872803	4.082653045654297	-1.1068663597106934	False	-1
c14norep66	regional_conservation	chr14	59368978	59369191	213	2.4198262691497803	3.5272533893585205	3.5272533893585205	1.8161998987197876	-1.1074271202087402	False	-1
c19riboseqorf13	regional_conservation	chr19	4791747	4791798	51	2.809999704360962	3.918260097503662	0.5420600175857544	3.918260097503662	-1.1082603931427002	False	-1
cXnorep10	regional_conservation	chrX	12976810	12976879	69	5.666100978851318	6.774380683898926	6.774380683898926	4.262133598327637	-1.1082797050476074	False	-1
c10norep95	regional_conservation	chr10	66926172	66926241	69	4.480463981628418	5.590073585510254	4.903326988220215	5.590073585510254	-1.109609603881836	False	-1
c12norep162	regional_conservation	chr12	107318736	107318802	66	1.8599543571472168	2.969893455505371	1.4456332921981812	2.969893455505371	-1.1099390983581543	False	-1
c10riboseqorf68	regional_conservation	chr10	86521592	86521730	138	4.106775283813477	5.2183732986450195	5.2183732986450195	2.5507705211639404	-1.111598014831543	False	-1
c7riboseqorf136	regional_conservation	chr7	139777644	139777764	120	5.292150497436523	6.4086995124816895	2.473093271255493	6.4086995124816895	-1.116549015045166	False	-1
c2riboseqorf28	regional_conservation	chr2	42048037	42048139	102	3.8676178455352783	4.9852399826049805	3.092013359069824	4.9852399826049805	-1.1176221370697021	False	-1
c1riboseqorf81	regional_conservation	chr1	41186178	41186250	72	2.501027822494507	3.6201465129852295	2.565293073654175	3.6201465129852295	-1.1191186904907227	False	-1
c4norep146	regional_conservation	chr4	141132914	141133139	225	1.5178312063217163	2.6380066871643066	0.573906660079956	2.6380066871643066	-1.1201754808425903	False	-1
c2norep280	regional_conservation	chr2	230068851	230068905	54	1.5320184230804443	2.658606767654419	2.658606767654419	0.3473533093929291	-1.1265883445739746	False	-1
c17norep187	regional_conservation	chr17	81510113	81510200	87	2.620482921600342	3.747633457183838	0.7435999512672424	3.747633457183838	-1.127150535583496	False	-1
c18riboseqorf31	regional_conservation	chr18	26549239	26549371	132	3.928394317626953	5.056186676025391	3.1595396995544434	5.056186676025391	-1.1277923583984375	False	-1
c6riboseqorf131	regional_conservation	chr6	138988147	138988207	60	3.69480037689209	4.825546741485596	4.825546741485596	2.2596065998077393	-1.1307463645935059	False	-1
c14norep7	regional_conservation	chr14	21262602	21262821	219	7.3306756019592285	8.461453437805176	8.461453437805176	5.5452399253845215	-1.1307778358459473	False	-1
c18riboseqorf52	regional_conservation	chr18	61816563	61892840	81	1.7637901306152344	2.8959667682647705	2.8959667682647705	1.9973801374435425	-1.1321766376495361	False	-1
cXnorep29	regional_conservation	chrX	47641455	47650483	81	4.553827285766602	5.6908135414123535	2.459559917449951	5.6908135414123535	-1.136986255645752	False	-1
c6riboseqorf68	regional_conservation	chr6	42269697	42300705	219	2.696228265762329	3.8350064754486084	3.3260064125061035	3.8350064754486084	-1.1387782096862793	False	-1
c3riboseqorf84	regional_conservation	chr3	57757362	57757524	162	2.9827096462249756	4.125633716583252	2.9373998641967773	4.125633716583252	-1.1429240703582764	False	-1
c8riboseqorf54	regional_conservation	chr8	66775294	66793668	78	3.0248076915740967	4.169013500213623	0.13951998949050903	4.169013500213623	-1.1442058086395264	False	-1
c14norep8	regional_conservation	chr14	21431836	21436938	60	4.73075008392334	5.8772735595703125	3.8435065746307373	5.8772735595703125	-1.1465234756469727	False	-1
c16norep121	regional_conservation	chr16	77434697	77434763	66	2.286954641342163	3.435459852218628	1.4322998523712158	3.435459852218628	-1.1485052108764648	False	-1
c2norep69	regional_conservation	chr2	65432411	65432489	78	5.798473834991455	6.946986675262451	6.946986675262451	2.8476202487945557	-1.148512840270996	False	-1
c16norep66	regional_conservation	chr16	30762115	30762223	108	1.5513890981674194	2.7035136222839355	1.4552866220474243	2.7035136222839355	-1.1521245241165161	False	-1
c7norep224	regional_conservation	chr7	150955561	150955642	81	2.4697656631469727	3.625426769256592	2.5356132984161377	3.625426769256592	-1.1556611061096191	False	-1
c7norep162	regional_conservation	chr7	106865305	106867558	54	3.8812222480773926	5.038400173187256	5.038400173187256	4.253072738647461	-1.1571779251098633	False	-1
c14riboseqorf111	regional_conservation	chr14	99971899	99971971	72	3.213611125946045	4.374320030212402	2.6418066024780273	4.374320030212402	-1.1607089042663574	False	-1
c12riboseqorf60	regional_conservation	chr12	53181848	53181899	51	4.049842834472656	5.211446762084961	1.9415332078933716	5.211446762084961	-1.1616039276123047	False	-1
c15riboseqorf51	regional_conservation	chr15	66702920	66702986	66	2.3360908031463623	3.5018131732940674	2.5626065731048584	3.5018131732940674	-1.165722370147705	False	-1
c7norep23	regional_conservation	chr7	8235993	8262156	75	3.0432932376861572	4.211719989776611	3.3496198654174805	4.211719989776611	-1.168426752090454	False	-1
c6riboseqorf1	regional_conservation	chr6	2765471	2765546	75	2.2791199684143066	3.449066638946533	0.8120348453521729	3.449066638946533	-1.1699466705322266	False	-1
c5riboseqorf105	regional_conservation	chr5	149141525	149141600	75	2.2301864624023438	3.400906562805176	1.4778200387954712	3.400906562805176	-1.170720100402832	False	-1
c10riboseqorf19	regional_conservation	chr10	22321517	22321571	54	4.593184947967529	5.764106750488281	3.581686496734619	5.764106750488281	-1.170921802520752	False	-1
c17riboseqorf11	regional_conservation	chr17	2337516	2337618	102	3.219852924346924	4.39732027053833	2.296973466873169	4.39732027053833	-1.1774673461914062	False	-1
c1riboseqorf149	regional_conservation	chr1	114707733	114707877	144	2.3208632469177246	3.4999263286590576	3.4999263286590576	2.305219888687134	-1.179063081741333	False	-1
c11norep99	regional_conservation	chr11	65502233	65502293	60	4.511282920837402	5.698093414306641	0.784393310546875	5.698093414306641	-1.1868104934692383	False	-1
c3riboseqorf176	regional_conservation	chr3	184014433	184017884	69	1.9504350423812866	3.139119863510132	3.139119863510132	2.916680335998535	-1.1886848211288452	False	-1
c15norep4	regional_conservation	chr15	25409198	25415735	99	4.1613640785217285	5.350106716156006	-0.42923328280448914	5.350106716156006	-1.1887426376342773	False	-1
c8norep70	regional_conservation	chr8	69466771	69495822	237	3.6500043869018555	4.846793174743652	4.846793174743652	0.07359328866004944	-1.1967887878417969	False	-1
c17riboseqorf18	regional_conservation	chr17	4833500	4833551	51	4.884706020355225	6.08615255355835	2.9953134059906006	6.08615255355835	-1.201446533203125	False	-1
c21norep30	regional_conservation	chr21	34526846	34526948	102	2.9805495738983154	4.182373523712158	4.182373523712158	2.294846534729004	-1.2018239498138428	False	-1
c4riboseqorf92	regional_conservation	chr4	127880936	127881026	90	2.403688669204712	3.6062865257263184	0.24930673837661743	3.6062865257263184	-1.2025978565216064	False	-1
c1riboseqorf50	regional_conservation	chr1	28058087	28088630	114	2.7870967388153076	3.997573137283325	1.2517532110214233	3.997573137283325	-1.2104763984680176	False	-1
c15riboseqorf71	regional_conservation	chr15	75202003	75206014	72	1.6527777910232544	2.8663599491119385	2.3233532905578613	2.8663599491119385	-1.213582158088684	False	-1
c13riboseqorf7	regional_conservation	chr13	26221270	26221330	60	1.5548834800720215	2.773106575012207	1.2807199954986572	2.773106575012207	-1.2182230949401855	False	-1
c4riboseqorf105	regional_conservation	chr4	145180009	145180147	138	2.1865651607513428	3.405446767807007	1.1013466119766235	3.405446767807007	-1.218881607055664	False	-1
c6riboseqorf50	regional_conservation	chr6	32972817	32972871	54	4.584592342376709	5.804126739501953	2.172393321990967	5.804126739501953	-1.2195343971252441	False	-1
c14norep99	regional_conservation	chr14	89412476	89619067	54	4.509499549865723	5.729559898376465	4.17854642868042	5.729559898376465	-1.2200603485107422	False	-1
c7norep103	regional_conservation	chr7	69598947	69599037	90	1.7042778730392456	2.9275598526000977	1.2799066305160522	2.9275598526000977	-1.223281979560852	False	-1
c1riboseqorf56	regional_conservation	chr1	32817299	32817353	54	2.239055871963501	3.4700064659118652	1.8804465532302856	3.4700064659118652	-1.2309505939483643	False	-1
c2norep176	regional_conservation	chr2	160407731	160407797	66	3.1496665477752686	4.381186485290527	4.381186485290527	1.9490667581558228	-1.2315199375152588	False	-1
c18norep42	regional_conservation	chr18	34593462	34593513	51	1.6921569108963013	2.928546667098999	2.928546667098999	2.8843533992767334	-1.2363897562026978	False	-1
c18riboseqorf4	regional_conservation	chr18	3255984	3256122	138	3.0796523094177246	4.32183313369751	4.32183313369751	2.985680103302002	-1.2421808242797852	False	-1
c5riboseqorf43	regional_conservation	chr5	77030624	77030723	99	1.637343406677246	2.880826711654663	0.1306999921798706	2.880826711654663	-1.243483304977417	False	-1
c22riboseqorf46	regional_conservation	chr22	41301577	41301661	84	5.801774024963379	7.047846794128418	2.9235732555389404	7.047846794128418	-1.246072769165039	False	-1
c3riboseqorf65	regional_conservation	chr3	49929648	49929750	102	1.6135883331298828	2.8600401878356934	1.7432401180267334	2.8600401878356934	-1.2464518547058105	False	-1
c2riboseqorf83	regional_conservation	chr2	121606092	121606164	72	4.302860736846924	5.549365997314453	2.5892069339752197	5.549365997314453	-1.2465052604675293	False	-1
c17riboseqorf57	regional_conservation	chr17	28332318	28332375	57	2.4622981548309326	3.710766553878784	0.6069467067718506	3.710766553878784	-1.2484683990478516	False	-1
c6riboseqorf74	regional_conservation	chr6	47309695	47309842	147	2.6205852031707764	3.8726868629455566	3.8726868629455566	3.0006933212280273	-1.2521016597747803	False	-1
c8norep122	regional_conservation	chr8	123250155	123250245	90	4.047099590301514	5.30246639251709	5.30246639251709	3.638233184814453	-1.2553668022155762	False	-1
c12norep59	regional_conservation	chr12	49021395	49021719	324	5.7978644371032715	7.054680347442627	6.886747360229492	7.054680347442627	-1.2568159103393555	False	-1
c17riboseqorf122	regional_conservation	chr17	58089285	58089435	150	7.039060115814209	8.296165466308594	8.296165466308594	5.031093120574951	-1.2571053504943848	False	-1
c19riboseqorf12	regional_conservation	chr19	3786172	3786292	120	2.4767916202545166	3.7356131076812744	1.629666805267334	3.7356131076812744	-1.2588214874267578	False	-1
c2norep221	regional_conservation	chr2	192194596	192194683	87	3.4242186546325684	4.686233043670654	2.033439874649048	4.686233043670654	-1.262014389038086	False	-1
c17riboseqorf94	regional_conservation	chr17	44117682	44123592	111	4.573594570159912	5.835819721221924	4.064853668212891	5.835819721221924	-1.2622251510620117	False	-1
c8norep98	regional_conservation	chr8	102850052	102858046	126	6.563134670257568	7.825966835021973	7.825966835021973	7.393199920654297	-1.2628321647644043	False	-1
c13norep7	regional_conservation	chr13	23570382	23570547	165	1.6928424835205078	2.9690399169921875	2.9690399169921875	2.6352133750915527	-1.2761974334716797	False	-1
cXriboseqorf21	regional_conservation	chrX	41123478	41123592	114	6.531446933746338	7.810367107391357	1.3633400201797485	7.810367107391357	-1.2789201736450195	False	-1
c17riboseqorf63	regional_conservation	chr17	29166979	29180360	90	3.0656113624572754	4.347026824951172	3.082913398742676	4.347026824951172	-1.2814154624938965	False	-1
c5norep118	regional_conservation	chr5	124746528	124746609	81	5.912209987640381	7.197666645050049	7.197666645050049	5.159773349761963	-1.285456657409668	False	-1
c12norep34	regional_conservation	chr12	12266759	12266837	78	4.118000030517578	5.415353298187256	3.253200054168701	5.415353298187256	-1.2973532676696777	False	-1
c3riboseqorf153	regional_conservation	chr3	152268808	152269528	354	2.568045139312744	3.8665270805358887	3.8665270805358887	-0.32318001985549927	-1.2984819412231445	False	-1
c18riboseqorf47	regional_conservation	chr18	54358822	54360565	87	1.5099999904632568	2.814406633377075	-0.2886866629123688	2.814406633377075	-1.3044066429138184	False	-1
cXriboseqorf58	regional_conservation	chrX	103678600	103684689	60	1.9767497777938843	3.2814998626708984	2.26853346824646	3.2814998626708984	-1.3047500848770142	False	-1
c17riboseqorf20	regional_conservation	chr17	4999896	5000223	78	4.551333427429199	5.856319904327393	1.8218599557876587	5.856319904327393	-1.3049864768981934	False	-1
c6riboseqorf49	regional_conservation	chr6	32972314	32972368	54	3.6969070434570312	5.003899574279785	4.906086444854736	5.003899574279785	-1.306992530822754	False	-1
c5norep115	regional_conservation	chr5	116574260	116574320	60	4.239633083343506	5.546653747558594	2.7027266025543213	5.546653747558594	-1.307020664215088	False	-1
c5riboseqorf124	regional_conservation	chr5	173888934	173889096	162	3.865018606185913	5.1738996505737305	3.4803466796875	5.1738996505737305	-1.3088810443878174	False	-1
c7norep89	regional_conservation	chr7	54752269	54752323	54	2.2756478786468506	3.58652663230896	3.58652663230896	0.16065998375415802	-1.3108787536621094	False	-1
c14riboseqorf4	regional_conservation	chr14	21263368	21263500	132	7.701712131500244	9.018213272094727	7.686485767364502	9.018213272094727	-1.3165011405944824	False	-1
c3riboseqorf41	regional_conservation	chr3	38453968	38454130	162	2.972505807876587	4.293853282928467	4.293853282928467	1.841639757156372	-1.3213474750518799	False	-1
c3norep103	regional_conservation	chr3	71359191	71493453	81	2.6563827991485596	3.9808661937713623	3.9808661937713623	0.4180000126361847	-1.3244833946228027	False	-1
c11norep133	regional_conservation	chr11	75400403	75400481	78	2.643256664276123	3.9694743156433105	0.03293996304273605	3.9694743156433105	-1.3262176513671875	False	-1
c12riboseqorf93	regional_conservation	chr12	69562218	69569023	75	6.257706165313721	7.585480213165283	3.945786952972412	7.585480213165283	-1.3277740478515625	False	-1
c14riboseqorf87	regional_conservation	chr14	74692175	74692271	96	1.6628021001815796	2.99238657951355	0.5075400471687317	2.99238657951355	-1.3295844793319702	False	-1
c7norep127	regional_conservation	chr7	90709870	90709927	57	5.3452982902526855	6.678060531616211	4.23330020904541	6.678060531616211	-1.3327622413635254	False	-1
c1riboseqorf252	regional_conservation	chr1	203796508	203796694	186	2.4671237468719482	3.80379319190979	3.80379319190979	0.8304400444030762	-1.3366694450378418	False	-1
c4norep138	regional_conservation	chr4	140153687	140153822	135	5.135955810546875	6.476119518280029	6.476119518280029	4.862833023071289	-1.3401637077331543	False	-1
c7norep163	regional_conservation	chr7	107470133	107470217	84	4.7746901512146	6.115966796875	6.115966796875	3.9995930194854736	-1.3412766456604004	False	-1
c12norep65	regional_conservation	chr12	50222564	50222645	81	3.769678831100464	5.121639728546143	5.121639728546143	4.527653217315674	-1.3519608974456787	False	-1
c22riboseqorf42	regional_conservation	chr22	39502361	39502421	60	2.6958000659942627	4.050646781921387	1.5548466444015503	4.050646781921387	-1.354846715927124	False	-1
c15riboseqorf32	regional_conservation	chr15	49423401	49424064	72	5.189916610717773	6.545646667480469	6.545646667480469	2.5659265518188477	-1.3557300567626953	False	-1
c19norep109	regional_conservation	chr19	32345648	32345777	129	2.8143954277038574	4.171239852905273	1.6088690757751465	4.171239852905273	-1.356844425201416	False	-1
c4riboseqorf73	regional_conservation	chr4	104491977	104492040	63	4.453444480895996	5.811827182769775	5.811827182769775	3.217399835586548	-1.3583827018737793	False	-1
c9riboseqorf100	regional_conservation	chr9	132928944	132935090	66	2.795727252960205	4.163413047790527	4.163413047790527	2.8153531551361084	-1.3676857948303223	False	-1
c3norep212	regional_conservation	chr3	173604438	173604498	60	1.6874500513076782	3.0560197830200195	3.0089664459228516	3.0560197830200195	-1.3685697317123413	False	-1
c12norep190	regional_conservation	chr12	120498214	120498268	54	5.451203346252441	6.8212738037109375	6.8212738037109375	5.186560153961182	-1.370070457458496	False	-1
cXnorep52	regional_conservation	chrX	84187906	84187957	51	1.6362942457199097	3.0110599994659424	0.6150532960891724	3.0110599994659424	-1.3747657537460327	False	-1
c11norep141	regional_conservation	chr11	79148797	79215879	81	3.2555060386657715	4.632367134094238	2.554206609725952	4.632367134094238	-1.3768610954284668	False	-1
c19riboseqorf71	regional_conservation	chr19	34300213	34300282	69	2.3786520957946777	3.7576870918273926	3.7576870918273926	3.1806600093841553	-1.3790349960327148	False	-1
c15riboseqorf89	regional_conservation	chr15	89333820	89333892	72	2.0065417289733887	3.389526605606079	0.9021332859992981	3.389526605606079	-1.3829848766326904	False	-1
c10riboseqorf25	regional_conservation	chr10	29634775	29634925	150	2.589573383331299	3.974520206451416	3.974520206451416	2.39790678024292	-1.3849468231201172	False	-1
c11riboseqorf17	regional_conservation	chr11	10808853	10808904	51	4.044196128845215	5.441986560821533	3.5708000659942627	5.441986560821533	-1.3977904319763184	False	-1
c1riboseqorf260	regional_conservation	chr1	205810667	205810793	126	1.9261664152145386	3.324779987335205	0.8693066239356995	3.324779987335205	-1.3986135721206665	False	-1
c6norep30	regional_conservation	chr6	11537839	11537953	114	1.5548332929611206	2.9557931423187256	2.3312933444976807	2.9557931423187256	-1.400959849357605	False	-1
c2riboseqorf55	regional_conservation	chr2	74458483	74458594	111	4.7931437492370605	6.194599628448486	2.2283666133880615	6.194599628448486	-1.4014558792114258	False	-1
c9riboseqorf20	regional_conservation	chr9	35108314	35108708	150	4.970019817352295	6.377506732940674	3.282346487045288	6.377506732940674	-1.407486915588379	False	-1
c2riboseqorf153	regional_conservation	chr2	201420644	201451365	78	1.666961431503296	3.0876731872558594	1.2108732461929321	3.0876731872558594	-1.4207117557525635	False	-1
c8norep74	regional_conservation	chr8	71361986	71362064	78	2.7874104976654053	4.214713096618652	4.214713096618652	3.691113233566284	-1.427302598953247	False	-1
c20norep48	regional_conservation	chr20	31722716	31722770	54	2.872974395751953	4.303999900817871	3.800886631011963	4.303999900817871	-1.431025505065918	False	-1
c1riboseqorf115	regional_conservation	chr1	76074757	76074820	63	2.4632070064544678	3.8943400382995605	2.508533239364624	3.8943400382995605	-1.4311330318450928	False	-1
c10norep102	regional_conservation	chr10	72275405	72275684	279	2.746181011199951	4.179166793823242	1.6136133670806885	4.179166793823242	-1.432985782623291	False	-1
c9riboseqorf104	regional_conservation	chr9	134053492	134068023	177	2.6484122276306152	4.08242654800415	3.6136066913604736	4.08242654800415	-1.4340143203735352	False	-1
c17riboseqorf111	regional_conservation	chr17	49322477	49361961	84	2.3441827297210693	3.7790465354919434	3.7790465354919434	1.0981792211532593	-1.434863805770874	False	-1
c2norep243	regional_conservation	chr2	207165706	207165793	87	5.29220724105835	6.728520393371582	6.119406700134277	6.728520393371582	-1.4363131523132324	False	-1
cXriboseqorf28	regional_conservation	chrX	54495559	54495673	114	3.8505961894989014	5.28800630569458	2.3729400634765625	5.28800630569458	-1.4374101161956787	False	-1
cXriboseqorf39	regional_conservation	chrX	71144914	71147565	66	5.022151947021484	6.4609456062316895	6.4609456062316895	4.67167329788208	-1.438793659210205	False	-1
c8riboseqorf34	regional_conservation	chr8	28715707	28715902	195	1.5230563879013062	2.9645800590515137	1.2944201231002808	2.9645800590515137	-1.4415236711502075	False	-1
c8riboseqorf81	regional_conservation	chr8	98944498	98944585	87	2.1708736419677734	3.619133234024048	3.619133234024048	1.1916999816894531	-1.4482595920562744	False	-1
c5norep14	regional_conservation	chr5	14143541	14143679	138	2.428159475326538	3.8780195713043213	1.918373465538025	3.8780195713043213	-1.4498600959777832	False	-1
c1riboseqorf31	regional_conservation	chr1	16395734	16395932	198	3.457273006439209	4.9085869789123535	4.9085869789123535	2.5380468368530273	-1.4513139724731445	False	-1
c7norep18	regional_conservation	chr7	5421306	5421369	63	4.2111430168151855	5.665853023529053	2.5534398555755615	5.665853023529053	-1.4547100067138672	False	-1
c12norep83	regional_conservation	chr12	54017064	54017280	216	2.8352644443511963	4.29220724105835	4.153867244720459	4.29220724105835	-1.4569427967071533	False	-1
c15riboseqorf21	regional_conservation	chr15	42920628	42920757	129	2.9150774478912354	4.372793197631836	4.372793197631836	2.9088001251220703	-1.4577157497406006	False	-1
c18riboseqorf18	regional_conservation	chr18	9475567	9475636	69	2.3669707775115967	3.824786901473999	2.9193997383117676	3.824786901473999	-1.4578161239624023	False	-1
c12riboseqorf33	regional_conservation	chr12	30695746	30695857	111	3.301021099090576	4.766138553619385	2.4601681232452393	4.766138553619385	-1.4651174545288086	False	-1
c15riboseqorf54	regional_conservation	chr15	70097054	70097132	78	3.299974203109741	4.768706798553467	1.7246801853179932	4.768706798553467	-1.4687325954437256	False	-1
c12riboseqorf117	regional_conservation	chr12	100142716	100142860	144	2.4668610095977783	3.941333293914795	0.39934226870536804	3.941333293914795	-1.4744722843170166	False	-1
c6norep213	regional_conservation	chr6	143187720	143187894	174	2.2890920639038086	3.766793727874756	3.766793727874756	0.9064933061599731	-1.4777016639709473	False	-1
c11norep60	regional_conservation	chr11	33258384	33258480	96	2.253000020980835	3.7310400009155273	1.7040534019470215	3.7310400009155273	-1.4780399799346924	False	-1
c2norep21	regional_conservation	chr2	25982559	25982652	93	2.5773441791534424	4.055946350097656	2.9523732662200928	4.055946350097656	-1.4786021709442139	False	-1
c14norep30	regional_conservation	chr14	31025481	31025700	219	1.9884018898010254	3.468440055847168	3.468440055847168	3.0780532360076904	-1.4800381660461426	False	-1
c6norep73	regional_conservation	chr6	30616612	30616663	51	4.774764537811279	6.2584662437438965	5.7887864112854	6.2584662437438965	-1.4837017059326172	False	-1
c1riboseqorf41	regional_conservation	chr1	25338328	25338385	57	1.7513681650161743	3.2388663291931152	-0.9416332840919495	3.2388663291931152	-1.487498164176941	False	-1
c4riboseqorf20	regional_conservation	chr4	26362525	26362594	69	5.988913536071777	7.482887268066406	5.3420329093933105	7.482887268066406	-1.493973731994629	False	-1
c16riboseqorf41	regional_conservation	chr16	24729736	24729790	54	5.488555908203125	6.98928689956665	3.9025862216949463	6.98928689956665	-1.5007309913635254	False	-1
c1riboseqorf246	regional_conservation	chr1	183636268	183636466	198	1.7451767921447754	3.2478995323181152	1.756079912185669	3.2478995323181152	-1.5027227401733398	False	-1
c13norep66	regional_conservation	chr13	108218438	108218567	129	2.237077474594116	3.7424333095550537	0.041013337671756744	3.7424333095550537	-1.5053558349609375	False	-1
c9norep52	regional_conservation	chr9	70414053	70414161	108	4.467879772186279	5.977586269378662	1.025559902191162	5.977586269378662	-1.5097064971923828	False	-1
c2riboseqorf111	regional_conservation	chr2	162838584	162838659	75	4.359492778778076	5.870779991149902	3.754703998565674	5.870779991149902	-1.5112872123718262	False	-1
c5riboseqorf14	regional_conservation	chr5	16935893	16935944	51	2.264784097671509	3.7763264179229736	2.516939878463745	3.7763264179229736	-1.5115423202514648	False	-1
c9riboseqorf88	regional_conservation	chr9	129036669	129040535	96	2.0305936336517334	3.5452470779418945	1.7807332277297974	3.5452470779418945	-1.5146534442901611	False	-1
c21norep12	regional_conservation	chr21	29130641	29130918	150	4.081399917602539	5.597413539886475	5.597413539886475	4.848793029785156	-1.5160136222839355	False	-1
c1riboseqorf25	regional_conservation	chr1	15847903	15848005	102	5.157215595245361	6.678520679473877	5.939947128295898	6.678520679473877	-1.5213050842285156	False	-1
c8riboseqorf62	regional_conservation	chr8	70608258	70608336	78	2.908769369125366	4.430427074432373	1.9296199083328247	4.430427074432373	-1.5216577053070068	False	-1
c3riboseqorf72	regional_conservation	chr3	51961936	51967431	258	2.415623903274536	3.9380533695220947	3.9380533695220947	-0.5299447774887085	-1.5224294662475586	False	-1
c10riboseqorf99	regional_conservation	chr10	102420943	102421033	90	2.0736889839172363	3.6046667098999023	1.032793402671814	3.6046667098999023	-1.530977725982666	False	-1
c4riboseqorf11	regional_conservation	chr4	6112896	6200319	168	1.6417559385299683	3.1747868061065674	1.3011999130249023	3.1747868061065674	-1.5330308675765991	False	-1
c8riboseqorf35	regional_conservation	chr8	28715907	28715976	69	2.821608543395996	4.357700347900391	1.6123533248901367	4.357700347900391	-1.5360918045043945	False	-1
c1norep221	regional_conservation	chr1	153636789	153636891	102	4.096097946166992	5.633633613586426	5.633633613586426	4.70643949508667	-1.5375356674194336	False	-1
c4riboseqorf23	regional_conservation	chr4	30720630	30720687	57	2.935666799545288	4.475820064544678	4.475820064544678	2.1415398120880127	-1.5401532649993896	False	-1
cXnorep9	regional_conservation	chrX	12138751	12138925	174	3.8971669673919678	5.440133571624756	1.2379332780838013	5.440133571624756	-1.542966604232788	False	-1
c16riboseqorf8	regional_conservation	chr16	2155812	2163905	69	1.9919999837875366	3.537813425064087	1.3908865451812744	3.537813425064087	-1.5458134412765503	False	-1
c10norep76	regional_conservation	chr10	49941773	49941833	60	2.4846670627593994	4.031073570251465	0.28777334094047546	4.031073570251465	-1.5464065074920654	False	-1
c10riboseqorf126	regional_conservation	chr10	123007029	123007134	105	3.338085651397705	4.888573169708252	2.8091466426849365	4.888573169708252	-1.5504875183105469	False	-1
c19norep70	regional_conservation	chr19	14183631	14206062	144	2.811514139175415	4.3631463050842285	1.6208000183105469	4.3631463050842285	-1.5516321659088135	False	-1
c10norep150	regional_conservation	chr10	102676777	102676882	105	4.2477617263793945	5.800179958343506	5.800179958343506	5.681626796722412	-1.5524182319641113	False	-1
c1riboseqorf83	regional_conservation	chr1	43272303	43272664	123	1.6396665573120117	3.194326639175415	3.194326639175415	2.010746479034424	-1.5546600818634033	False	-1
c1riboseqorf257	regional_conservation	chr1	205631704	205631815	111	2.2116665840148926	3.7705070972442627	1.2906932830810547	3.7705070972442627	-1.5588405132293701	False	-1
c3riboseqorf64	regional_conservation	chr3	49164212	49166323	105	4.956466197967529	6.515746116638184	3.0671932697296143	6.515746116638184	-1.5592799186706543	False	-1
c4norep191	regional_conservation	chr4	182143452	182143750	141	2.243900775909424	3.807080030441284	3.807080030441284	1.1590533256530762	-1.5631792545318604	False	-1
c2norep222	regional_conservation	chr2	192194719	192194785	66	1.9816515445709229	3.546846866607666	2.1814796924591064	3.546846866607666	-1.5651953220367432	False	-1
c17riboseqorf126	regional_conservation	chr17	58417280	58417400	120	3.295675039291382	4.868853569030762	4.868853569030762	4.6372528076171875	-1.5731785297393799	False	-1
