chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	strand_right	gene_name	cds_frame	cds_start_pos	translated_matched_frame_score	translated_max_frame_score	translated_start_region_score	translated_window_max_score	translated_phylop_mean	translated_frame	translated_length	untranslated_matched_frame_score	untranslated_max_frame_score	untranslated_start_region_score	untranslated_window_max_score	untranslated_phylop_mean	untranslated_frame	untranslated_length	genome_coords	translated_block_starts	translated_block_ends	untranslated_block_starts	untranslated_block_ends
14	51254519	51254549	ENST00000457354_1	30	+	51254519	51254549	0	1	30	0	ENST00000457354	30	+	TMX1	0	51240292	-24.43276649316152	-24.43276649316152	-19.519599835077923	-24.43276649316152	0.9179333238862455	1	30	-22.724236482952854	-22.577131666495205	-30.85739974975586	6.679999828338623	0.7796050002872168	2	3106	14:51254549-51240292	[51254519]	[51254549]	[51254549]	[51257655]
14	52727617	52727647	ENST00000445930_1	30	+	52727617	52727647	0	1	30	0	ENST00000445930	30	+	PSMC6	0	52707219	-24.04919995466868	-14.942399978637695	-36.24420000712077	-24.04919995466868	3.3543333261584243	1	30	-23.621713716682926	-22.076062598233115	-18.00240001678467	-2.654499912261963	1.7918875933641347	2	943	14:52727647-52707219	[52727617]	[52727647]	[52727647]	[52728590]
14	55684103	55684166	ENST00000395314_1	63	+	55684103	55684166	0	1	63	0	ENST00000395314	63	+	KTN1	0	55612048	-8.611254045414546	-8.611254045414546	-4.551933415730795	-2.3621999830007554	5.2276983923382225	1	63	-8.861832942606172	-8.861832942606172	0.06640001535415649	-0.4404000282287598	5.555498796607623	3	413	14:55684166-55612048	[55684103]	[55684166]	[55684166]	[55684579]
14	67383440	67383467	ENST00000256383_1	27	+	67383440	67383467	0	1	27	0	ENST00000256383	27	+	EIF2S1	0	67364767	-16.10877799987793	-16.10877799987793	-19.27040033340454		2.0878148073399507	1	27	-20.95586736365135	-20.95586736365135	-14.598199780782064	0.7865714175360543	1.0313288482076228	2	3049	14:67383467-67364767	[67383440]	[67383467]	[67383467]	[67386516]
14	69771461	69771536	ENST00000557154_1	75	+	69771461	69771536	0	1	75	0	ENST00000557154	75	+	SRSF5	0	69768156	-11.660839862823487	-10.154399971167246	-5.106600109736124	-5.313000075022379	5.331213332414627	1	75	-11.06137310923226	-8.854025609362354	-5.527666616439819	4.199699932336808	5.809434942571498	2	469	14:69771536-69768156	[69771461]	[69771536]	[69771536]	[69772005]
14	74198977	74199217	ENST00000555028_1	240	+	74198977	74199217	0	1	240	0	ENST00000555028	240	+	LIN52	0	74084974	-17.998591718977938	-17.998591718977938	-16.480467160542805	-6.044099950790406	1.1009333325666375	1	240	-21.696737791265132	-21.696737791265132	-23.56206703186035	10.244999885559082	0.8802127938914306	3	2276	14:74199217-74084974	[74198977]	[74199217]	[74199217]	[74201493]
14	74495000	74495015	ENST00000556816_1	15	+	74495000	74495015	0	1	15	0	ENST00000556816	15	+	ISCA2	0	74493774	-31.819000307718913	-31.819000307718913	-31.819000307718913		0.4722666598856449	1	15	-22.770289324334538	-22.770289324334538	-14.240133412679036	2.008750006556511	0.4454210514221489	1	2091	14:74495015-74493774	[74495000]	[74495015]	[74495015]	[74497106]
14	75009188	75009248	ENST00000266126_1	60	+	75009188	75009248	0	1	60	0	ENST00000266126	60	+	EIF2B2	0	75002990	-25.45026651620865	-12.834105115187796	-31.71693293253581	-21.9575998544693	-0.03719999548047781	1	60	-17.701229009947888	-17.701229009947888	-6.002466877301534	0.5557777616712782	0.3814281930472624	2	3118	14:75009248-75002990	[75009188]	[75009248]	[75009248]	[75012366]
14	77717561	77717591	ENST00000557342_1	30	+	77717561	77717591	0	1	30	0	ENST00000557342	30	+	SLIRP	0	77708111	-31.424466466903688	-15.549000211556752	-29.29066667556763	-31.424466466903688	1.485133342941602	1	30	-29.978285789489746	-28.29385702950614			0.6254285510097232	2	7	14:77717591-77708111	[77717561]	[77717591]	[77717591]	[77717598]
14	88611751	88611805	ENST00000251038_1	54	+	88611751	88611805	0	1	54	0	ENST00000251038	54	+	ZC3H14	0	88563133	-17.709351872404415	-15.496166759067112	-20.228400039672852	-16.126700091362	3.0586481374446994	1	54	-21.302669050312822	-20.44412661539496	-20.20306676228841	23.687800121307372	0.6227192366323244	3	15791	14:88611805-88563133	[88611751]	[88611805]	[88611805]	[88627596]
14	90272407	90272458	ENST00000261303_1	51	+	90272407	90272458	0	1	51	0	ENST00000261303	51	+	PSMC1	0	90256597	-29.83601951599121	-24.059058568714295	-20.439067077636718	-28.026600011189778	-0.6257058767711415	1	51	-12.428783592051419	-12.156489095244925	-15.366400337219238	2.2209999561309814	-0.4557963402396474	2	2971	14:90272458-90256597	[90272407]	[90272458]	[90272458]	[90275429]
14	90404717	90404765	ENST00000356978_1	48	+	90404717	90404765	0	1	48	0	ENST00000356978	48	+	CALM1	0	90397230	-7.925458453595638	-6.312229201197624	-2.0045334259668985	-9.732200054327647	6.072791669983417	1	48	-17.769511144606664	-16.839209976982325	1.1516001224517822	2.951200008392334	2.3909960045895513	3	3503	14:90404765-90397230	[90404717]	[90404765]	[90404765]	[90408268]
14	93186671	93186800	ENST00000415050_1	129	+	93186671	93186800	0	1	129	0	ENST00000415050	129	+	LYSET	0	93185405	-17.709294589452966	-14.566139405896497	-29.326866459846496	-10.995100021362305	2.6135968984241864	1	129	-12.84316651259385	-12.84316651259385	-9.797466588020324	0.19779997766017915	0.6801671672590588	2	1663	14:93186800-93185405	[93186671]	[93186800]	[93186800]	[93188463]
14	95544125	95544146	ENST00000331334_1	21	+	95544125	95544146	0	1	21	0	ENST00000331334	21	+	GLRX5	0	95535089	-26.411618777683803	-9.532856989474524	-29.72773291269938		-1.4029047477857344	1	21	-21.201850336045027	-21.201850336045027	-16.74513354798158	-7.178099900484085	-0.09018472508882168	2	568	14:95544146-95535089	[95544125]	[95544146]	[95544146]	[95544714]
14	96385684	96385852	ENST00000555181_1	168	+	96385684	96385852	0	1	168	0	ENST00000555181	168	+	GSKIP	0	96382247	-18.495160664830887	-18.495160664830887	-20.850200843811034	-6.579399871826172	0.992833325600562	1	168	-16.943540405657163	-16.877497963664386	-26.76013291676839	-1.0541000366210938	2.0794860734191656	3	1436	14:96385852-96382247	[96385684]	[96385852]	[96385852]	[96387288]
14	100143738	100143861	ENST00000392920_1	123	+	100143738	100143861	0	1	123	0	ENST00000392920	123	+	EVL	0	100065500	-20.573878068022612	-13.742097598750417	-21.208800315856934	-6.476599943637848	-0.5627316939398435	1	123	-12.937432097315789	-12.806325353622437	-17.380999970436097	2.8935999065637588	1.739365326985096	1	375	14:100143861-100065500	[100143738]	[100143861]	[100143861]	[100144236]
14	100277600	100277663	ENST00000262238_1	63	+	100277600	100277663	0	1	63	0	ENST00000262238	63	+	YY1	0	100239244	-13.93423789266556	-12.836412876430485	-14.771266682942708	-8.107999889055888	3.624714294123271	1	63	-17.40933646224039	-17.014730550372278	-2.5769330581029255	2.754800057411194	1.8156024733035512	2	5125	14:100277663-100239244	[100277600]	[100277663]	[100277663]	[100282788]
14	103590286	103590433	ENST00000409074_1	147	+	103590286	103590433	0	1	147	0	ENST00000409074	147	+	COA8	0	103563001	-15.524244917493288	-11.499714327710015	-16.513000265757242	-4.792500066757202	-0.9158965504888831	1	147	-11.650990848826808	-10.817095996851245	-23.187999725341797	-0.5135999977588653	-0.5526733345108935	2	463	14:103590433-103563001	[103590286]	[103590433]	[103590433]	[103590896]
14	104715339	104718823	ENST00000392634_1	30	+	104715339	104718823	0	2	1,29	0,3455	ENST00000392634	3484	+	INF2	0	104701365	-8.204999923706055	-5.848999977111816			11.449000358581543	3	2	-14.196474506952391	-14.196474506952391	-29.539799785614015	6.5229997634887695	-0.6800194700797366	2	7195	14:104718823-104701365	[104715339, 104715339]	[104715340, 104715340]	[104715340]	[104722535]
14	105470215	105470386	ENST00000331320_1	171	+	105470215	105470386	0	1	171	0	ENST00000331320	171	+	MTA1	0	105420035	-13.204545559214823	-13.204545559214823	0.10400013228257497	-2.6295665775736174	0.31162573089441886	1	171	-11.276084621602523	-10.347699793234858	-4.114000463485718	-0.5939999610185623	3.892631597733327	2	343	14:105470386-105420035	[105470215]	[105470386]	[105470386]	[105470729]
14	22575072	22575102	ENST00000250498_1	30	-	22575072	22575102	0	1	30	0	ENST00000250498	30	-	DAD1	0	22589157								-22.337305386608296	-21.245159934515303	-21.27559995253881	-10.631099865833919	1.291432723227719	2	275	14:22575102-22589157	[]	[]	[22564906, 22575058]	[22565137, 22575102]
14	22920741	22920903	ENST00000324366_1	162	-	22920741	22920903	0	1	162	0	ENST00000324366	162	-	PRMT5	0	22929361								-18.57310669493675	-18.57310669493675	-17.116399892171223	-8.918600070476533	2.0099733326931792	1	375	14:22920903-22929361	[]	[]	[22920528]	[22920903]
14	34563010	34563121	ENST00000362031_1	111	-	34563010	34563121	0	1	111	0	ENST00000362031	111	-	SNX6	0	34630116								-21.196201008518603	-18.617007737675127	NaN	NaN	1.0263916942024163	3	2029	14:34563121-34630116	[]	[]	[34561092]	[34563121]
14	39033211	39033238	ENST00000307712_1	27	-	39033211	39033238	0	1	27	0	ENST00000307712	27	-	SEC23A	0	39096118								-22.342406838903713	-22.038515883187454	-19.721599960327147	-10.368700039386749	2.193824243968508	1	1320	14:39033238-39096118	[]	[]	[39031918]	[39033238]
14	45116119	45116197	ENST00000396062_1	78	-	45116119	45116197	0	1	78	0	ENST00000396062	78	-	FKBP3	0	45134456								-25.696036675338554	-22.172692837159403	1.2830661455790202	-12.951300048828125	1.1307045064224412	2	599	14:45116197-45134456	[]	[]	[45115598]	[45116197]
14	49583591	49583666	ENST00000245458_1	75	-	49583591	49583666	0	1	75	0	ENST00000245458	75	-	RPS29	0	49586346								-23.32558892601066	-15.847799930473169	-19.691333548227945	-18.553700169920923	0.8324777703318331	1	90	14:49583666-49586346	[]	[]	[49583576]	[49583666]
14	54427783	54427813	ENST00000216416_1	30	-	54427783	54427813	0	1	30	0	ENST00000216416	30	-	CNIH1	0	54441327								-23.846080334767574	-22.841930262494962	-18.497133534153303	-1.0854000002145767	1.3177890897078242	2	4253	14:54427813-54441327	[]	[]	[54423560]	[54427813]
14	57208602	57208608	ENST00000621441_1	6	-	57208602	57208608	0	1	6	0	ENST00000621441	6	-	EXOC5	0	57268648								-24.006320477023138	-23.853838134820982	-22.88339989980062	2.0950000286102295	1.3304633100775205	2	8102	14:57208608-57268648	[]	[]	[57200506]	[57208608]
14	63686017	63686104	ENST00000247225_1	87	-	63686017	63686104	0	1	87	0	ENST00000247225	87	-	SGPP1	0	63727944								-19.260632071726896	-17.714728404351206	-18.513066718975704	-4.993699860572815	2.7187187504012216	2	1889	14:63686104-63727944	[]	[]	[63684215]	[63686104]
14	67338587	67338620	ENST00000216442_1	33	-	67338587	67338620	0	1	33	0	ENST00000216442	33	-	ATP6V1D	0	67359698								-25.586717011891952	-23.14365427366126	-22.27120018005371	-13.398799991607666	0.8901497928578092	2	749	14:67338620-67359698	[]	[]	[67337871]	[67338620]
14	67678254	67678320	ENST00000381346_1	66	-	67678254	67678320	0	1	66	0	ENST00000381346	66	-	RDH11	0	67695703								-24.285881004169674	-24.14664299284358	-16.778666559855143	-2.3924286365509033	0.532788952387074	1	1521	14:67678320-67695703	[]	[]	[67676799]	[67678320]
14	68789427	68789532	ENST00000439696_1	105	-	68789427	68789532	0	1	105	0	ENST00000439696	105	-	ZFP36L1	0	68792938								-8.274707140579796	-8.274707140579796	-9.215000343322753	4.526500117778778	5.635533223840343	2	1871	14:68789532-68792938	[]	[]	[68787661]	[68789532]
14	70326323	70326332	ENST00000389912_1	9	-	70326323	70326332	0	1	9	0	ENST00000389912	9	-	COX16	0	70359587								-22.884293366524933	-21.428054111115156	-18.514066632588705	0.23149995505809784	0.23815803033772642	3	1252	14:70326332-70359587	[]	[]	[70325080]	[70326332]
14	70326323	70326332	ENST00000621525_1	9	-	70326323	70326332	0	1	9	0	ENST00000621525	9	-	SYNJ2BP-COX16	0	70416963								-28.79839049152282	-28.79839049152282	-27.88320004940033	-18.778300034999848	0.6215910779205791	2	269	14:70326332-70416963	[]	[]	[70326063]	[70326332]
14	75134758	75134884	ENST00000303575_1	126	-	75134758	75134884	0	1	126	0	ENST00000303575	126	-	TMED10	0	75176579								-23.491236962039572	-22.12143695063427	-9.205666414896648	2.2599998911221824	1.221474516387035	2	3416	14:75134884-75176579	[]	[]	[75131468]	[75134884]
14	77718066	77718087	ENST00000261531_1	21	-	77718066	77718087	0	1	21	0	ENST00000261531	21	-	SNW1	0	77761127								-18.948621672690525	-18.948621672690525	-12.222600205739338	-10.159300105273724	2.0423783197966148	1	489	14:77718087-77761127	[]	[]	[77717598]	[77718087]
14	92116150	92116192	ENST00000605997_1	42	-	92116150	92116192	0	1	42	0	ENST00000605997	42	-	NDUFB1	0	92117637								-24.526671347873553	-21.59317136492048	-26.23280015985171	-21.501599803566933	1.3741857261396944	3	70	14:92116192-92117637	[]	[]	[92116122]	[92116192]
14	93183153	93183186	ENST00000298894_1	33	-	93183153	93183186	0	1	33	0	ENST00000298894	33	-	MOAP1	0	93184242								-17.809747702150013	-16.70163386699571	-28.327000045776366	6.4679999351501465	-0.20749949274188767	3	988	14:93183186-93184242	[]	[]	[93182198]	[93183186]
14	99398597	99398678	ENST00000331768_1	81	-	99398597	99398678	0	1	81	0	ENST00000331768	81	-	SETD3	0	99465805								-19.802092375083717	-16.242246011739233	-16.828466606140136	-0.6422001004219056	1.54818367677034	3	931	14:99398678-99465805	[]	[]	[99397747]	[99398678]
14	100334850	100334874	ENST00000392882_1	24	-	100334850	100334874	0	1	24	0	ENST00000392882	24	-	WARS1	0	100369185								-24.37121464391014	-20.665447962650386	-34.718065897623696	-7.4815998554229735	-0.5297576038249497	2	1085	14:100334874-100369185	[]	[]	[100333789]	[100334874]
14	102081693	102081711	ENST00000216281_1	18	-	102081693	102081711	0	1	18	0	ENST00000216281	18	-	HSP90AA1	0	102086378								-22.389213692535996	-18.438963720128637	-16.28179988861084	-3.3406999111175537	-0.09093898922231938	3	970	14:102081711-102086378	[]	[]	[102080741]	[102081711]
14	103519707	103519863	ENST00000348956_1	156	-	103519707	103519863	0	1	156	0	ENST00000348956	156	-	CKB	0	103522493								-11.64807107422482	-11.64807107422482	-1.6726667282481988	0.8202999830245972	3.2829593818984586	2	197	14:103519863-103522493	[]	[]	[103519666]	[103519863]
14	105011170	105011203	ENST00000336219_1	33	-	105011170	105011203	0	1	33	0	ENST00000336219	33	-	CDCA4	0	105011929								-19.68618608362447	-17.011345973320644	-19.270266342163087	-5.229000002145767	-0.30569466662467276	2	1631	14:105011203-105011929	[]	[]	[105009572]	[105011203]
15	30635630	30644664	ENST00000693711_1	195	+	30635630	30644664	0	4	3,91,75,26	0,980,3115,9008	ENST00000693711	9034	+	ARHGAP11B	0	30626820	-3.803666432698568	8.245333989461264	-3.803666432698568		6.244333267211914	1	21	-13.748845430095367	-13.65588906121733	-29.354866568247477	16.489999771118164	0.14874002771850373	2	49963	15:30644664-30626820	[30635630, 30635630, 30635630, 30635630, 30635630, 30635630, 30635630]	[30635633, 30635633, 30635633, 30635633, 30635633, 30635633, 30635633]	[30635633, 30635633, 30635633, 30635633, 30635633, 30635633]	[30636701, 30638820, 30644702, 30646295, 30647714, 30649529]
15	41380186	41380207	ENST00000661438_1	21	+	41380186	41380207	0	1	21	0	ENST00000661438	21	+	ENSG00000285920	0	41332957	-22.633619501477195	-11.524000023092542	-21.020867125193277		0.6315238033199594	1	21	-26.216214961871152	-24.938235763512335	-27.395266819000245	-4.23249996304512	0.40040839544637247	1	789	15:41380207-41332957	[41380186]	[41380207]	[41380207]	[41380996]
15	41380186	41380207	ENST00000559596_1	21	+	41380186	41380207	0	1	21	0	ENST00000559596	21	+	NUSAP1	0	41332957	-22.633619501477195	-11.524000023092542	-21.020867125193277		0.6315238033199594	1	21	-25.549551870172156	-25.549551870172156	-27.49613275527954	-10.248399901390076	0.4356435395467527	3	839	15:41380207-41332957	[41380186]	[41380207]	[41380207]	[41381046]
15	41480687	41480711	ENST00000389629_1	24	+	41480687	41480711	0	1	24	0	ENST00000389629	24	+	RTF1	0	41417115	-6.196666399637858	-6.196666399637858	-11.741799767812093		3.3343749648580947	1	24	-15.598819014403299	-14.461456739887003	-4.666799783706665	1.6130000352859497	2.6706860646967674	3	2852	15:41480711-41417115	[41480687]	[41480711]	[41480711]	[41483563]
15	43771218	43771347	ENST00000300289_1	129	+	43771218	43771347	0	1	129	0	ENST00000300289	129	+	PDIA3	0	43746539	-11.898255844448888	-11.717682046252628	-6.238600158691407	-7.133099919557571	3.1453023293856965	1	129	-23.94392312294477	-23.11491438446574	-9.730533218383789	12.369999766349792	1.463745845103419	3	1931	15:43771347-43746539	[43771218]	[43771347]	[43771347]	[43773278]
15	44716342	44717736	ENST00000648006_1	144	+	44716342	44717736	0	2	14,130	0,1264	ENST00000648006	1394	+	B2M	0	44711546	-38.916286604745046	-29.518714019230433	-38.763400904337566		1.1907857379743032	2	28	-28.386829104369436	-26.18596632893697	-35.64153332312902	9.04699993133545	-0.13793363796455949	2	1789	15:44717736-44711546	[44716342, 44716342]	[44716356, 44716356]	[44716356]	[44718145]
15	45606514	45606577	ENST00000220531_1	63	+	45606514	45606577	0	1	63	0	ENST00000220531	63	+	BLOC1S6	0	45587443	-26.75492052804856	-25.592428547995432	-19.051199913024902	-26.387099965413412	0.012999996956851747	1	63	-23.296631448139067	-21.828339470865338	-26.275999406973522	2.309600019454956	0.5076904523865378	3	3131	15:45606577-45587443	[45606514]	[45606577]	[45606577]	[45609708]
15	48878740	48878833	ENST00000530028_1	93	+	48878740	48878833	0	1	93	0	ENST00000530028	93	+	EID1	0	48878176	-17.101118256968835	-15.732021483041907	-29.476399771372478	-12.70189995765686	2.003290314297442	1	93	-25.180750375487904	-23.719991782450283	-29.215999523798626	-5.912300157546997	1.114516418673178	3	1340	15:48878833-48878176	[48878740]	[48878833]	[48878833]	[48880173]
15	65887840	65887861	ENST00000261890_1	21	+	65887840	65887861	0	1	21	0	ENST00000261890	21	+	RAB11A	0	65869585	-19.884000238918123	-9.1264283316476	-22.0050670226415		3.1421904695175944	1	21	-20.3099629408201	-20.3099629408201	-8.516600024700164	0.25328574436051504	1.8529638937954478	1	4128	15:65887861-65869585	[65887840]	[65887861]	[65887861]	[65891989]
15	67806750	67806786	ENST00000178640_1	36	+	67806750	67806786	0	1	36	0	ENST00000178640	36	+	MAP2K5	0	67543335	-38.309667229652405	-14.695555686950684	-59.79540100097656	-30.982500410079957	0.030361103514830273	1	36	-23.48367372100673	-19.31295739177887	-13.674133443832398	-2.388200116157532	0.16539024261945132	2	328	15:67806786-67543335	[67806750]	[67806786]	[67806786]	[67807114]
15	69447807	69447948	ENST00000679126_1	141	+	69447807	69447948	0	1	141	0	ENST00000679126	141	+	KIF23	0	69414465	-21.056680844819294	-21.056680844819294	-12.267199802398682	-13.739999854564667	0.5271914851396008	1	141	-20.556540914770192	-19.171696252775092	-16.445000568032263	-7.287699913978576	1.8632494738067753	1	477	15:69447948-69414465	[69447807]	[69447948]	[69447948]	[69448425]
15	69455507	69455540	ENST00000260379_1	33	+	69455507	69455540	0	1	33	0	ENST00000260379	33	+	RPLP1	0	69452948	-26.75275757818511	-25.9910606434851	-32.49279998143514	-24.81173324584961	1.6519394028000534	1	33	-13.744352741320224	-13.51747239401608	-16.24960012435913	-1.69142861025674	-0.36930526333503927	3	665	15:69455540-69452948	[69455507]	[69455540]	[69455540]	[69456205]
15	72583292	72583313	ENST00000379887_1	21	+	72583292	72583313	0	1	21	0	ENST00000379887	21	+	ARIH1	0	72474639	-3.9106667746035826	-1.570238130433219	-3.714933414508899		6.204476197560628	1	21	-18.330561088656623	-17.94405684851326	-3.8047999858856203	5.968999862670898	0.6359992760209279	1	19674	15:72583313-72474639	[72583292]	[72583313]	[72583313]	[72602987]
15	73302696	73302756	ENST00000261908_1	60	+	73302696	73302756	0	1	60	0	ENST00000261908	60	+	NEO1	0	73052675	-7.142500069737435	-7.142500069737435	-4.398800373077393	-2.434399938583374	2.233299979691704	1	60	-17.059947601932386	-17.059947601932386	-8.560266892115274	1.4937001943588257	1.7410647000742383	2	2449	15:73302756-73052675	[73302696]	[73302756]	[73302756]	[73305205]
15	73712956	73712962	ENST00000318443_1	6	+	73712956	73712962	0	1	6	0	ENST00000318443	6	+	CD276	0	73699639	-7.289666652679443	-2.5263331731160483			-1.4264999727408092	1	6	-21.51617456986093	-21.51617456986093	-16.69340000152588	-3.5261999905109405	0.20454639045971076	2	1552	15:73712962-73699639	[73712956]	[73712962]	[73712962]	[73714514]
15	75340005	75340161	ENST00000267935_1	156	+	75340005	75340161	0	1	156	0	ENST00000267935	156	+	COMMD4	0	75336089	-26.826269153219002	-23.292076823421013	-30.15920009613037	-14.661999917030334	-0.3333397480727842	1	156	-15.42867856876858	-15.42867856876858	-3.5257999420166017	-6.091499996185303	0.767071437249667	2	112	15:75340161-75336089	[75340005]	[75340161]	[75340161]	[75340273]
15	76949222	76949243	ENST00000394885_1	21	+	76949222	76949243	0	1	21	0	ENST00000394885	21	+	RCN2	0	76931841	-26.820904811223347	-24.533857073102677	-29.31453340848287		-0.5239047651134786	1	21	-17.304697714986943	-16.15847274630061	-6.337199783325195	2.6675999641418455	0.40560943089303886	3	5150	15:76949243-76931841	[76949222]	[76949243]	[76949243]	[76954393]
15	78498143	78498179	ENST00000258886_1	36	+	78498143	78498179	0	1	36	0	ENST00000258886	36	+	IREB2	0	78438337	-25.112472136815388	-22.587888836860657	-25.01979970932007	-23.655566612879436	0.6921388796892844	1	36	-21.621778621627087	-20.515386008789175	-17.453533426920572	4.388000011444092	0.9061456908850719	2	3274	15:78498179-78438337	[78498143]	[78498179]	[78498179]	[78501453]
15	78548944	78549013	ENST00000044462_1	69	+	78548944	78549013	0	1	69	0	ENST00000044462	69	+	PSMA4	0	78541927	-19.112231961410977	-15.46529003502666	-10.214066580931346	-15.342733468612035	0.05486956794840702	1	69	-17.41761478748684	-16.976581293274396	-29.279066467285155	0.45600008219480515	-0.4001000308357018	3	3404	15:78549013-78541927	[78548944]	[78549013]	[78549013]	[78552417]
15	78897067	78897175	ENST00000426013_1	108	+	78897067	78897175	0	1	108	0	ENST00000426013	108	+	MORF4L1	0	78873017	-11.492055538075942	-10.77047212421894	-2.6019334316253664	-2.499200004339218	2.1454537009682366	1	108	-14.404188764165033	-13.539683990536034	-9.305399990081787	2.538399946689606	1.9260249232450453	2	964	15:78897175-78873017	[78897067]	[78897175]	[78897175]	[78898139]
15	80754370	80754445	ENST00000258884_1	75	+	80754370	80754445	0	1	75	0	ENST00000258884	75	+	ABHD17C	0	80695429	-11.531893339157104	-7.699253493944804	2.160133139292399	-6.955300253629685	1.304506679351131	1	75	-14.22359613748188	-14.22359613748188	-14.803666432698568	0.9441999435424805	1.7673239788692088	1	1176	15:80754445-80695429	[80754370]	[80754445]	[80754445]	[80755621]
15	82990067	82990115	ENST00000304191_1	48	+	82990067	82990115	0	1	48	0	ENST00000304191	48	+	RAMAC	0	82989018	-17.285499804963667	-17.108000047504902	-7.601466731230418	-13.189499813318253	0.3468958401257017	1	48	-24.04232481814539	-23.913294901347324	-12.642466799418132	-7.807099962234497	0.5186390642806118	1	942	15:82990115-82989018	[82990067]	[82990115]	[82990115]	[82991057]
15	88630294	88630339	ENST00000332810_1	45	+	88630294	88630339	0	1	45	0	ENST00000332810	45	+	AEN	0	88626209	-28.12286667029063	-12.723066534598669	-29.66999965508779	-15.188400042057037	-0.364311116333637	1	45	-21.16206641708887	-20.018586182486683	-21.18920030593872	-4.239299714565277	-0.42791864157580733	2	1942	15:88630339-88626209	[88630294]	[88630339]	[88630339]	[88632281]
15	89195423	89195513	ENST00000352732_1	90	+	89195423	89195513	0	1	90	0	ENST00000352732	90	+	ABHD2	0	89116327	-13.24944448073705	-13.24944448073705	-13.052400207519531	-8.467766614754995	1.172266653024902	1	90	-21.154751199975372	-21.154751199975372	2.9243999481201173	4.218800115585327	0.7482037145392568	3	6842	15:89195513-89116327	[89195423]	[89195513]	[89195513]	[89202355]
15	90953716	90953776	ENST00000418476_1	60	+	90953716	90953776	0	1	60	0	ENST00000418476	60	+	UNC45A	0	90935324	-19.777650038401287	-19.777650038401287	-14.661733150482178	-19.53889980316162	-0.6611333309983214	1	60	-25.765012729319796	-20.536224008746423	-33.084133021036784	-4.886099815368652	0.009741328926962632	3	317	15:90953776-90935324	[90953716]	[90953776]	[90953776]	[90954093]
15	34084258	34084333	ENST00000256545_1	75	-	34084258	34084333	0	1	75	0	ENST00000256545	75	-	EMC7	0	34101839								-16.207620995629366	-14.469621092247166	-12.664400243759156	-2.152100074291229	4.1593627751061595	2	317	15:34084333-34101839	[]	[]	[34084016]	[34084333]
15	34341793	34341967	ENST00000328848_1	174	-	34341793	34341967	0	1	174	0	ENST00000328848	174	-	NOP10	0	34343073								-29.621329188945303	-22.43567490817074	-25.814533233642578	-15.918999910354614	0.5970441822016829	1	249	15:34341967-34343073	[]	[]	[34341718]	[34341967]
15	40036239	40036332	ENST00000267884_1	93	-	40036239	40036332	0	1	93	0	ENST00000267884	93	-	SRP14	0	40039116								-25.327460998290917	-23.87523751044646	-37.31340077718099	-11.208099842071533	0.6479539688809641	3	643	15:40036332-40039116	[]	[]	[40035689]	[40036332]
15	43804931	43805093	ENST00000267812_1	162	-	43804931	43805093	0	1	162	0	ENST00000267812	162	-	MFAP1	0	43824569								-23.17287364314957	-22.824058133062977	-8.91660000483195	-9.265799856185913	1.602385381982736	2	602	15:43805093-43824569	[]	[]	[43804491]	[43805093]
15	49127919	49127949	ENST00000388901_1	30	-	49127919	49127949	0	1	30	0	ENST00000388901	30	-	COPS2	0	49155578								-19.25236014773157	-19.23568641096033	-30.95519976615906	3.309000015258789	1.8566774772336856	1	5223	15:49127949-49155578	[]	[]	[49122726]	[49127949]
15	55182139	55182151	ENST00000260443_1	12	-	55182139	55182151	0	1	12	0	ENST00000260443	12	-	RSL24D1	0	55196890								-25.841401231648153	-25.841401231648153	-15.804799842834473	-4.589599973708391	0.14486478417655135	2	1346	15:55182151-55196890	[]	[]	[55180805]	[55182151]
15	55829875	55829896	ENST00000435532_1	21	-	55829875	55829896	0	1	21	0	ENST00000435532	21	-	NEDD4	0	55993555								-25.649544925662557	-24.205936690944846	-22.687399932742117	16.310500264167786	0.9471519314933631	2	2975	15:55829896-55993555	[]	[]	[55826921]	[55829896]
15	59639116	59639131	ENST00000396060_1	15	-	59639116	59639131	0	1	15	0	ENST00000396060	15	-	GTF2A2	0	59652277								-15.262273431090945	-15.262273431090945	-9.682199990749359	9.07800006866455	0.665948470890809	2	1070	15:59639131-59652277	[]	[]	[59638061]	[59639131]
15	60347548	60347629	ENST00000451270_1	81	-	60347548	60347629	0	1	81	0	ENST00000451270	81	-	ANXA2	0	60386075								-23.9475072715237	-20.253655458308586	-16.003400611877442	-5.834600019454956	0.8809624190035418	2	479	15:60347629-60386075	[]	[]	[60347150]	[60347629]
15	63154004	63154031	ENST00000330964_1	27	-	63154004	63154031	0	1	27	0	ENST00000330964	27	-	RPS27L	0	63157405								-11.505283202789627	-11.505283202789627	-21.405399990081786	3.3955002278089523	0.14897925924137906	2	5783	15:63154031-63157405	[]	[]	[63148248]	[63154031]
15	64155995	64156022	ENST00000300026_1	27	-	64155995	64156022	0	1	27	0	ENST00000300026	27	-	PPIB	0	64162986								-18.9807183967849	-17.359825170734553	-13.465933322906494	-6.73089996278286	1.5537524264287745	2	206	15:64156022-64162986	[]	[]	[64155816]	[64156022]
