translon_id	chrom	start	end	strand	transcript_id	exonic_length	blockCount	flank_size	flank_type	feature_n_bases	feature_mean	feature_median	feature_std	feature_min	feature_max	upstream_n_bases	upstream_mean	upstream_median	upstream_std	upstream_min	upstream_max	downstream_n_bases	downstream_mean	downstream_median	downstream_std	downstream_min	downstream_max	conservation_specificity
c11riboseqorf136	chr11	112074626	112074761	+	ENST00000393047	135	1	150	exonic	135	2.0494814	1.363	2.684241	-3.739	10.664	150	1.244939923286438	0.7304999828338623	2.1897480487823486	-4.919000148773193	8.642999649047852	150	5.732453	5.46	2.7244558	0.051	10.941	-3.682971477508545
c11riboseqorf137	chr11	112074861	112075571	+	ENST00000393047	60	2	150	exonic	710	1.3782184	0.7015	2.4462996	-9.202	11.504	150	4.885586738586426	4.5980000495910645	2.9852099418640137	-1.593999981880188	10.940999984741211	150	3.5873067	1.308	4.5450573	-5.216	11.826	-3.507368326187134
c11riboseqorf138	chr11	112085161	112085278	-	ENST00000541231	117	1	150	exonic	117	1.2407521	0.972	1.9577658	-4.691	6.418	150	5.201447010040283	5.9019999504089355	4.144981384277344	-3.015000104904175	11.826000213623047	150	2.58158	1.969	2.5094783	-3.843	10.967	-3.9606947898864746
c11norep178	chr11	112291485	112291545	+	ENST00000529938	60	1	150	exonic	60	-0.21746664	-0.0565	1.3526083	-8.182	2.803	150	-0.23883333802223206	-0.057500001043081284	1.1866897344589233	-5.111000061035156	2.361999988555908	150	0.36262664	0.2735	1.1510915	-3.19	3.691	-0.580093264579773
c11norep179	chr11	113975238	113975289	+	ENST00000355556	51	1	150	exonic	51	0.41378433	0.397	2.013864	-4.525	5.439	150	1.8434200286865234	1.2655000686645508	2.871781349182129	-5.10099983215332	11.418000221252441	150	0.51338005	0.13949999	3.8987803	-20.0	11.43	-1.429635763168335
c11riboseqorf139	chr11	114059731	114059782	+	ENST00000335953	51	1	150	exonic	51	5.811882	5.458	3.0785594	0.129	11.097	150	4.683680057525635	5.185999870300293	3.655884265899658	-0.6809999942779541	11.067000389099121	150	3.1271663	2.754	2.5638614	-0.656	11.016	1.128201961517334
c11riboseqorf140	chr11	114400181	114400241	+	ENST00000540163	60	1	150	exonic	60	1.2344667	0.572	3.035289	-5.942	9.161	150	0.25325334072113037	0.0925000011920929	2.8597779273986816	-7.63100004196167	11.020999908447266	150	0.6491867	0.23050001	2.523905	-10.501	9.179	0.5852800011634827
c11riboseqorf141	chr11	114400400	114400511	-	ENST00000623205	111	1	150	exonic	111	-1.2893964	-0.826	2.567655	-11.191	6.828	150	1.0589534044265747	0.39800000190734863	2.729879140853882	-5.938000202178955	9.503999710083008	150	0.55232006	0.14199999	2.452768	-10.501	9.179	-2.3483498096466064
c11norep180	chr11	117152484	117160009	+	ENST00000527958	120	2	150	exonic	7067	-0.14625755	-0.104	1.6378592	-9.357	11.57	150	2.785226583480835	1.0640000104904175	3.8068654537200928	-2.2899999618530273	11.51200008392334	150	0.37955338	-0.031	2.5585847	-8.305	10.968	-2.9314842224121094
c11riboseqorf142	chr11	117179159	117179435	+	ENST00000324225	276	1	150	exonic	276	4.143185	3.1945	3.9199164	-6.061	11.541	150	1.941853404045105	0.690500020980835	3.6454784870147705	-5.678999900817871	11.343000411987305	150	0.4602133	-0.0305	3.046642	-8.56	11.522	2.201331615447998
c11riboseqorf143	chr11	117229843	117230425	-	ENST00000320934	90	2	150	exonic	582	0.567488	0.151	2.3955967	-8.497	11.8	150	1.0396599769592285	0.6660000085830688	1.8948729038238525	-3.811000108718872	7.006999969482422	150	3.3496332	2.7605	3.0333729	-1.797	11.8	-2.7821452617645264
c11riboseqorf144	chr11	117316026	117316098	-	ENST00000313005	72	1	150	exonic	72	2.2337778	1.939	2.2834363	-2.624	7.74	150	1.9121465682983398	1.0824999809265137	2.911106586456299	-5.21999979019165	11.517000198364258	150	1.5864801	0.982	2.3130317	-3.374	11.557	0.32163119316101074
c11norep181	chr11	117338579	117338642	+	ENST00000278935	63	1	150	exonic	63	4.999207	4.553	4.3802204	-6.584	11.855	150	0.3853333592414856	0.1680000126361847	1.7874093055725098	-5.556000232696533	7.5279998779296875	150	0.94089335	0.063	3.3136504	-4.567	11.849	4.058313846588135
c11norep182	chr11	117833803	117836478	+	ENST00000534150	225	2	150	exonic	2656	-0.37860617	-0.15149999	1.4855812	-13.041	10.798	150	1.063813328742981	0.6805000305175781	2.26530122756958	-4.24399995803833	11.157999992370605	150	-0.13738	0.0375	1.3014657	-5.591	3.231	-1.4424195289611816
c11norep183	chr11	118264343	118264400	-	ENST00000438295	57	1	150	exonic	57	-0.08445615	0.149	2.4218218	-12.549	5.907	150	0.87117999792099	0.4085000157356262	1.8606317043304443	-5.267000198364258	7.328000068664551	150	0.97066	0.426	3.363113	-7.918	11.843	-1.0551161766052246
c11norep184	chr11	118368651	118368771	+	ENST00000252108	120	1	150	exonic	120	6.9999247	7.847	4.125314	-4.001	11.768	150	1.3609132766723633	0.7855000495910645	2.583270788192749	-2.5160000324249268	11.75	123	2.1414065	0.357	4.133452	-6.302	11.768	4.858518123626709
c11norep185	chr11	118791261	118791357	+	ENST00000610705	96	1	150	exonic	96	0.49672914	0.0	2.600131	-5.903	10.735	150	1.8905867338180542	1.4170000553131104	2.4843921661376953	-5.050000190734863	10.598999977111816	150	-0.063526675	0.100999996	1.6066318	-6.71	3.987	-1.3938575983047485
c11norep186	chr11	118925203	118925287	+	ENST00000534788	84	1	150	exonic	84	3.9369526	3.4715	2.7857444	-0.601	11.119	150	1.3831732273101807	0.971500039100647	1.718514084815979	-2.628000020980835	7.290999889373779	150	3.0699065	2.9125	2.3488379	-4.182	10.848	0.8670461177825928
c11riboseqorf145	chr11	118925389	118925467	-	ENST00000526143	78	1	150	exonic	78	3.1121929	3.0535002	2.3090265	-0.499	10.975	123	2.0211055278778076	1.3539999723434448	2.407965898513794	-3.0959999561309814	11.57699966430664	150	3.6069336	3.271	2.6999075	-4.182	11.119	-0.49474072456359863
c11riboseqorf146	chr11	118997902	118997977	-	ENST00000526453	75	1	150	exonic	75	-1.2349335	-0.635	1.6297433	-6.93	1.138	150	-0.3895266354084015	-0.23500001430511475	2.645629644393921	-8.527999877929688	6.803999900817871	150	-0.15811333	-0.18849999	1.3242716	-4.921	3.595	-1.0768201351165771
c11riboseqorf147	chr11	119028359	119029530	-	ENST00000530407	306	3	150	exonic	1159	1.670234	0.582	3.3986638	-12.856	11.897	150	2.0458602905273438	1.2400000095367432	2.8798186779022217	-3.4549999237060547	11.265000343322754	150	5.85818	7.714	4.6342754	-7.277	11.897	-4.187946319580078
c11riboseqorf148	chr11	119029332	119029530	-	ENST00000357590	198	1	150	exonic	198	2.6124597	1.5265	3.680371	-8.681	11.885	150	2.0458602905273438	1.2400000095367432	2.8798186779022217	-3.4549999237060547	11.265000343322754	150	4.5266333	4.2504997	4.6790133	-12.856	11.886	-1.9141736030578613
c11norep187	chr11	119029529	119030349	-	ENST00000545985	153	2	150	exonic	820	0.6501524	0.1735	2.1721008	-6.581	11.265	150	0.4495733678340912	0.21850000321865082	1.7066901922225952	-7.260000228881836	7.433000087738037	150	2.394147	1.3989999	3.4070365	-8.259	11.884	-1.7439944744110107
c11norep188	chr11	119067484	119067610	-	ENST00000607709	126	1	150	exonic	126	-0.16483332	-0.028	1.1203492	-4.874	2.808	150	-1.424113154411316	-0.7669999599456787	2.2247235774993896	-12.097999572753906	2.0220000743865967	150	0.031486657	0.0045000003	1.188739	-3.353	4.167	-0.19631998240947723
c11norep189	chr11	119094461	119094689	-	ENST00000530167	228	1	150	exonic	228	-0.06400001	-0.059	1.3173424	-6.078	3.903	150	-0.409280002117157	-0.3259999752044678	1.0879360437393188	-4.019999980926514	2.2639999389648438	150	0.050920002	0.0295	1.3395686	-3.387	5.747	-0.11492001265287399
c11norep190	chr11	119094705	119094885	-	ENST00000530167	159	1	150	exonic	159	0.15740252	-0.154	2.2336528	-4.761	11.29	150	4.248539924621582	3.924999952316284	3.6782400608062744	-2.569999933242798	11.722999572753906	150	-0.18453997	-0.1125	1.1559409	-3.558	3.337	-4.091137409210205
c11riboseqorf149	chr11	119334866	119335034	+	ENST00000311413	159	1	150	exonic	159	0.3005849	0.141	1.351562	-5.172	7.39	150	0.5519799590110779	0.3630000054836273	1.2362589836120605	-2.990000009536743	5.650000095367432	129	2.5965502	1.13	3.7429814	-4.433	11.656	-2.2959651947021484
c11norep191	chr11	119373455	119373518	-	ENST00000260187	63	1	150	exonic	63	6.8383493	7.658	3.5415633	-0.705	11.809	150	1.097746729850769	0.28999999165534973	2.9652538299560547	-4.2129998207092285	11.809000015258789	150	5.031867	5.0865	4.208903	-10.542	11.809	1.8064823150634766
c11norep192	chr11	119381882	119498752	+	ENST00000498979	570	4	150	exonic	115317	-0.14236073	-0.077	1.5086606	-20.0	11.784	150	1.7341933250427246	1.1610000133514404	2.634268045425415	-5.040999889373779	11.529000282287598	150	-0.7083667	-0.3885	1.3022103	-4.906	2.041	-1.876554012298584
c11norep193	chr11	119419305	119419395	-	ENST00000284240	90	1	150	exonic	90	1.1915332	0.879	2.2115166	-4.294	8.16	150	3.878866672515869	3.4154999256134033	3.7756478786468506	-11.065999984741211	11.72700023651123	150	1.8417667	1.3615	2.612159	-4.04	11.725	-2.687333583831787
c11norep194	chr11	119733717	119739550	+	ENST00000533253	165	3	150	exonic	5828	0.3140925	0.158	1.7618936	-14.955	10.514	146	0.32450681924819946	0.20399999618530273	1.408332347869873	-7.750999927520752	4.677999973297119	150	-0.35807332	-0.1725	1.206016	-4.084	3.377	-0.010414332151412964
c11norep195	chr11	120336716	120336797	+	ENST00000397843	81	1	150	exonic	81	3.0788891	2.442	2.6404252	-0.4	10.953	150	1.3272334337234497	0.777999997138977	2.061460494995117	-2.9489998817443848	7.894999980926514	150	0.60322	0.385	1.5500665	-7.389	6.404	1.7516556978225708
c11riboseqorf150	chr11	120337105	120337216	+	ENST00000397843	111	1	150	exonic	111	4.277802	4.631	3.1297674	-1.116	11.601	150	0.9201065897941589	0.49399998784065247	2.0249528884887695	-5.418000221252441	8.232000350952148	150	3.03062	1.483	4.014688	-3.453	11.656	1.2471818923950195
c11norep196	chr11	121292895	121293033	+	ENST00000392789	138	1	150	exonic	138	-1.1529421	-0.9085	1.5615114	-6.515	3.476	150	-1.2291866540908813	-0.7955000400543213	1.993714451789856	-7.515999794006348	3.7860000133514404	150	-0.76484	-0.47649997	1.4990469	-7.615	2.902	-0.38810205459594727
c11riboseqorf151	chr11	122882747	122885775	+	ENST00000307257	240	2	150	exonic	3014	0.19233908	0.0875	1.5530868	-9.869	8.541	150	-0.8349666595458984	-0.512499988079071	1.3498568534851074	-6.757999897003174	1.590000033378601	150	1.6556268	0.7055	2.624355	-5.657	11.773	-1.4632877111434937
c11riboseqorf152	chr11	123194970	123195069	-	ENST00000448775	99	1	150	exonic	99	2.5492122	1.955	2.5339904	-3.215	10.757	150	1.5234999656677246	1.1094999313354492	2.2138540744781494	-3.496000051498413	10.8100004196167	149	1.4483961	0.563	2.9398818	-5.043	11.271	1.025712251663208
c11norep197	chr11	123358655	123358745	+	ENST00000638157	90	1	150	exonic	90	0.968611	0.603	2.1435347	-4.071	7.9	150	-0.31672000885009766	-0.12849999964237213	1.2575608491897583	-4.861999988555908	3.6579999923706055	150	0.91742665	0.2145	2.6171575	-4.29	11.231	0.05118435621261597
c11riboseqorf153	chr11	123454752	123454809	+	ENST00000525757	57	1	150	exonic	57	1.038579	0.658	1.7859762	-2.001	9.126	150	0.4809999465942383	0.2680000066757202	1.5246508121490479	-4.410999774932861	5.802000045776367	150	-0.10531999	-0.0225	1.2733601	-4.373	3.898	0.5575790405273438
c11riboseqorf154	chr11	123740438	123740498	-	ENST00000336139	60	1	150	exonic	60	0.83786666	0.7295	1.4242575	-5.612	5.264	150	0.5252866744995117	0.406000018119812	1.2086753845214844	-3.76200008392334	3.8459999561309814	149	0.3055705	0.251	1.730084	-9.355	5.253	0.3125799894332886
c11norep198	chr11	124744890	124746254	-	ENST00000531241	105	3	150	exonic	1364	1.2768549	0.1345	3.3814557	-7.018	11.686	150	0.3778066039085388	0.19749999046325684	1.913559913635254	-5.5269999504089355	9.112000465393066	150	0.20354	0.1275	1.0530305	-4.749	3.237	0.8990482687950134
c11norep199	chr11	124877551	124877626	+	ENST00000397801	75	1	150	exonic	75	4.956227	4.632	4.0055923	-5.377	11.721	150	0.6755132079124451	0.0014999998966231942	3.00882625579834	-6.618000030517578	11.720999717712402	150	1.98812	0.4755	3.7698514	-6.31	11.711	2.968106746673584
c11norep200	chr11	124950322	124950499	-	ENST00000655771	177	1	150	exonic	177	0.10418644	0.35	0.8196995	-4.129	1.387	150	0.16330668330192566	0.49399998784065247	0.6976035237312317	-3.940999984741211	0.6700000166893005	150	0.04992666	0.046	0.8809608	-2.991	1.387	-0.05912024527788162
c11norep201	chr11	124953779	124953902	-	ENST00000655771	123	1	150	exonic	123	-0.4372683	-0.219	1.3588272	-7.762	2.812	150	-1.7300801277160645	-1.1059999465942383	3.015878200531006	-13.991000175476074	7.616000175476074	150	0.14461334	0.20050001	1.6500453	-7.282	4.315	-0.5818816423416138
c11norep202	chr11	125102062	125102332	-	ENST00000527257	270	1	150	exonic	270	1.6620259	0.721	4.23721	-20.0	11.553	150	0.36388665437698364	0.26600000262260437	1.38862144947052	-6.560999870300293	6.9629998207092285	150	2.0815268	1.7265	1.8687015	-3.658	7.347	-0.41950082778930664
c11norep203	chr11	125111665	125111716	-	ENST00000529530	51	1	150	exonic	51	0.58566666	-0.112	3.012714	-8.21	9.051	150	0.41367995738983154	-0.008999999612569809	2.5258560180664062	-4.880000114440918	11.32800006866455	150	-0.010986634	-0.134	2.9828496	-13.551	10.927	0.17198669910430908
c11riboseqorf155	chr11	125235084	125331868	+	ENST00000298282	81	2	150	exonic	95874	0.38436055	0.073	2.1580372	-14.778	11.76	150	1.0576666593551636	0.29249998927116394	2.1306209564208984	-2.9809999465942383	10.845000267028809	150	0.7969667	0.425	2.5934334	-11.898	9.352	-0.6733061075210571
c11riboseqorf156	chr11	125569470	125569539	+	ENST00000534546	69	1	150	exonic	69	2.7288985	1.852	2.6472301	-2.141	10.286	150	0.40818002820014954	0.12000000476837158	2.4161388874053955	-6.251999855041504	7.241000175476074	145	0.49931726	0.162	1.8513117	-3.118	7.786	2.229581356048584
c11norep204	chr11	125569470	125572509	+	ENST00000620753	96	2	150	exonic	2981	0.22183828	0.091	1.6161736	-9.821	11.592	150	0.40818002820014954	0.12000000476837158	2.4161388874053955	-6.251999855041504	7.241000175476074	150	2.72532	0.8585	3.7909985	-3.38	11.592	-2.503481864929199
c11norep205	chr11	125569903	125572509	+	ENST00000527520	96	2	150	exonic	2553	0.15352917	0.085	1.5212909	-9.821	11.592	150	0.21476000547409058	0.07000000029802322	1.569675326347351	-4.75600004196167	6.02400016784668	150	2.72532	0.8585	3.7909985	-3.38	11.592	-2.571790933609009
c11riboseqorf157	chr11	125570128	125572509	+	ENST00000527842	114	2	150	exonic	2328	0.13937627	0.0705	1.5321946	-9.821	11.592	150	0.40704667568206787	0.2280000001192093	1.2849791049957275	-3.7230000495910645	4.359000205993652	150	2.72532	0.8585	3.7909985	-3.38	11.592	-2.5859439373016357
c11norep206	chr11	126062594	126062714	-	ENST00000527967	120	1	150	exonic	120	3.2147584	3.326	2.5171661	-1.351	8.678	145	2.331103563308716	1.902999997138977	2.2720346450805664	-2.3559999465942383	10.526000022888184	150	0.83115333	0.362	2.2217548	-4.622	9.197	0.8836548328399658
c11norep207	chr11	126294468	126304265	-	ENST00000524964	192	2	150	exonic	9413	-0.3137446	-0.155	1.57455	-11.214	11.83	150	0.8874599933624268	0.2864999771118164	3.26582932472229	-5.068999767303467	11.812000274658203	150	0.08406667	0.1105	1.1149842	-3.433	3.216	-1.201204538345337
c11norep208	chr11	126330278	126330425	+	ENST00000648516	147	1	150	exonic	147	-0.52255106	-0.331	1.4581426	-6.183	2.995	150	-0.1853799968957901	0.0	1.4412789344787598	-7.2729997634887695	3.500999927520752	150	-0.19989331	-0.0125	1.3385589	-6.063	3.783	-0.3371710777282715
c11norep209	chr11	126341594	126341867	-	ENST00000629441	273	1	150	exonic	273	-0.050934065	0.026	1.4497819	-8.595	4.141	150	0.013659998774528503	0.12450000643730164	1.430296540260315	-7.2220001220703125	3.944000005722046	144	0.37298608	0.1	1.3171939	-2.778	5.863	-0.4239201545715332
c11norep210	chr11	126342202	126355549	-	ENST00000629441	228	2	150	exonic	13019	-0.039268836	-0.056	1.851021	-20.0	11.844	146	1.2268356084823608	0.6940000057220459	2.233366012573242	-4.080999851226807	10.079999923706055	150	0.049546637	0.144	1.4414797	-5.955	3.275	-1.2661044597625732
c11norep211	chr11	126356178	126356289	+	ENST00000530591	111	1	150	exonic	111	0.71893686	0.344	1.738359	-3.267	7.2	150	1.4377535581588745	0.578000009059906	2.5644633769989014	-4.574999809265137	9.95300006866455	150	0.49322674	0.22999999	1.4771856	-6.18	3.999	-0.7188166975975037
c11riboseqorf158	chr11	127000554	127000623	-	ENST00000525144	69	1	150	exonic	69	1.9230727	1.611	2.1709936	-2.756	7.255	150	2.158526659011841	1.6749999523162842	2.5468075275421143	-1.6460000276565552	11.053000450134277	150	4.2349668	3.7989998	3.6037784	-3.361	11.692	-2.311893939971924
c11norep212	chr11	127000708	127000765	-	ENST00000525144	57	1	150	exonic	57	3.3968596	2.786	2.7606714	-1.166	11.053	150	5.193366527557373	4.831500053405762	3.079291343688965	-0.7720000147819519	11.687999725341797	150	1.4714266	1.0320001	2.0174057	-2.756	7.255	-1.7965068817138672
c11norep213	chr11	128691890	128692076	-	ENST00000526269	186	1	150	exonic	186	0.7168656	0.573	1.9589788	-9.718	6.063	150	6.577933311462402	6.527500152587891	3.341920852661133	-3.3440001010894775	11.784000396728516	150	-0.03266666	0.0075	1.1714813	-4.5	3.155	-5.861067771911621
c11norep214	chr11	128694217	128758133	+	ENST00000534087	132	3	150	exonic	63342	0.27539116	0.047	2.0279522	-12.258	11.825	150	6.043580532073975	5.857999801635742	3.053696632385254	-0.22499999403953552	11.638999938964844	150	6.1259403	7.547	4.3709955	-7.461	11.737	-5.850549221038818
c11riboseqorf159	chr11	129960999	129961080	-	ENST00000360871	81	1	150	exonic	81	1.0184939	0.761	2.7719398	-7.389	8.052	150	0.8416267037391663	0.6110000014305115	1.3951503038406372	-3.930000066757202	4.607999801635742	150	1.9432601	0.474	4.2478995	-9.41	11.832	-0.9247661828994751
c11riboseqorf160	chr11	130069895	130069961	+	ENST00000650012	66	1	150	exonic	66	0.17387879	0.20899999	3.9108534	-20.0	9.228	150	2.8319201469421387	1.6019999980926514	4.003861904144287	-4.791999816894531	11.329999923706055	150	2.9579732	1.6595	3.4101028	-2.461	11.23	-2.7840943336486816
c11norep215	chr11	130844976	130846186	-	ENST00000533434	120	2	150	exonic	1183	0.13796026	0.102	1.3091834	-8.009	8.04	150	0.4567466676235199	0.28450000286102295	1.2790533304214478	-4.140999794006348	5.294000148773193	150	-0.06680668	0.0385	1.1936198	-4.172	5.154	-0.3187864124774933
c11norep216	chr11	130846947	130847034	-	ENST00000533434	87	1	150	exonic	87	-0.106793106	0.013	1.307113	-6.357	3.114	129	1.5920697450637817	1.3550000190734863	1.9702799320220947	-4.660999774932861	9.449000358581543	150	0.09409332	-0.011	1.5249635	-4.404	5.142	-1.6988627910614014
c11riboseqorf161	chr11	130916312	130916369	-	ENST00000265909	57	1	150	exonic	57	-0.11266666	-0.02	1.4914088	-5.946	3.355	150	0.18082000315189362	-0.003000000026077032	2.722958564758301	-8.61400032043457	10.345999717712402	150	-0.25736	-0.099	1.4904758	-4.292	3.505	-0.29348665475845337
c11norep217	chr11	131187073	131187124	+	ENST00000441665	51	1	150	exonic	51	0.02601964	0.189	2.343826	-8.78	5.355	146	0.649863064289093	0.4359999895095825	1.5715984106063843	-4.120999813079834	5.811999797821045	150	0.60834	0.508	1.9393073	-5.421	6.967	-0.6238434314727783
c11norep218	chr11	133946068	133946191	-	ENST00000533871	123	1	150	exonic	123	7.1903577	7.891	4.8014956	-8.474	11.837	150	2.3646135330200195	0.8174999952316284	4.503237724304199	-8.036999702453613	11.831999778747559	150	0.68839335	0.231	2.6652346	-6.577	11.837	4.825744152069092
c11norep219	chr11	134223965	134224308	-	ENST00000525485	57	2	150	exonic	343	0.29158303	-0.067	2.6662118	-9.096	11.392	150	-0.07233333587646484	0.01600000075995922	1.0791045427322388	-4.4120001792907715	3.312999963760376	150	1.2380133	0.435	2.992591	-6.144	10.792	-0.9464302062988281
c11riboseqorf162	chr11	134224340	134224517	-	ENST00000526422	177	1	150	exonic	177	-0.2211356	-0.105	1.34468	-5.676	3.257	150	0.27090659737586975	0.017500000074505806	2.782052755355835	-9.70300006866455	10.986000061035156	150	-0.047753308	-0.0685	1.2641417	-3.936	4.925	-0.4920421838760376
c11riboseqorf163	chr11	134253064	134253136	-	ENST00000341541	72	1	150	exonic	72	-0.6807083	-0.458	1.0019649	-3.317	2.022	150	-0.15629999339580536	-0.07850000262260437	0.7689669728279114	-2.9570000171661377	1.4210000038146973	150	-0.095959984	-0.008	1.2174376	-4.677	4.8	-0.5847483277320862
c11norep220	chr11	134275771	134275909	+	ENST00000389887	138	1	150	exonic	138	-0.82642746	-0.5685	1.2229612	-6.562	2.126	150	-0.4757533669471741	-0.3034999966621399	0.9937947392463684	-3.190000057220459	2.3239998817443848	150	-0.40689337	-0.2855	0.8753224	-3.623	1.218	-0.4195340871810913
c11norep221	chr11	134387916	134411845	-	ENST00000312527	63	2	150	exonic	23812	-0.2867165	-0.13749999	1.5637136	-12.641	11.786	150	1.483346700668335	1.119499921798706	1.8299143314361572	-2.0380001068115234	9.791000366210938	150	2.7103734	2.024	3.364895	-6.713	11.801	-2.9970898628234863
c12norep1	chr12	111624	111819	-	ENST00000540226	195	1	150	exonic	195	-0.4515077	-0.101	1.3774542	-6.929	0.67	150	-0.01762666366994381	0.4790000021457672	0.8442047834396362	-3.8919999599456787	0.6700000166893005	150	-0.44048664	-0.111499995	1.463239	-7.893	0.677	-0.433881014585495
c12norep2	chr12	460213	460270	+	ENST00000266383	57	1	150	exonic	57	1.0767895	0.822	1.7566445	-2.712	5.146	147	0.8268231749534607	0.38999998569488525	2.2705984115600586	-9.725000381469727	8.095999717712402	150	1.8296402	1.3845	2.5934763	-3.309	10.978	-0.7528506517410278
c12riboseqorf1	chr12	643513	643678	+	ENST00000318291	165	1	150	exonic	165	-0.28347272	-0.096	1.0791574	-3.648	3.201	150	-0.5194133520126343	-0.3230000138282776	1.1289091110229492	-4.065999984741211	2.490000009536743	150	-0.35834	-0.1885	0.96849906	-3.848	2.681	0.07486727833747864
c12riboseqorf2	chr12	753222	753300	+	ENST00000315939	78	1	150	exonic	78	3.4504106	3.0665002	3.0224724	-4.796	9.909	150	1.3850733041763306	1.059499979019165	1.963417887687683	-3.319000005722046	9.54800033569336	150	1.7582467	1.3425	2.1075158	-4.912	7.921	1.6921639442443848
c12riboseqorf3	chr12	753275	753431	+	ENST00000315939	156	1	150	exonic	156	2.380699	2.1595001	2.4529953	-4.912	8.655	150	1.8214399814605713	1.184000015258789	2.4022743701934814	-4.796000003814697	9.909000396728516	150	0.76512665	0.2395	2.326976	-4.321	11.059	0.5592589378356934
c12norep3	chr12	1594389	1594455	-	ENST00000339235	66	1	150	exonic	66	1.9020303	1.5595	1.7426172	-0.971	7.127	150	2.3572866916656494	1.8475000858306885	2.2460134029388428	-1.340999960899353	10.234000205993652	150	2.012807	1.6305001	1.8069994	-0.668	8.514	-0.4552563428878784
c12riboseqorf4	chr12	2004376	2004451	-	ENST00000280665	75	1	150	exonic	75	2.8951201	1.746	3.339592	-3.402	10.745	150	0.5407599806785583	-0.1054999977350235	2.6312239170074463	-4.492000102996826	10.810999870300293	150	4.5664997	4.17	4.1109858	-5.216	11.364	-1.671379566192627
c12norep4	chr12	2053321	2053402	+	ENST00000347598	81	1	150	exonic	81	5.099395	4.329	3.3205435	0.03	10.728	150	3.4188668727874756	2.0510001182556152	3.5795586109161377	-1.996000051498413	10.720000267028809	150	3.00716	2.6529999	2.466131	-1.146	10.68	1.680527925491333
c12norep5	chr12	2874252	2874414	-	ENST00000342628	162	1	150	exonic	162	3.195537	2.1725001	3.8502555	-6.79	11.682	150	3.5132133960723877	2.5309998989105225	3.5502843856811523	-3.361999988555908	11.682000160217285	150	4.0069733	3.797	4.0297847	-7.822	11.682	-0.8114361763000488
c12riboseqorf5	chr12	2885284	2885512	+	ENST00000489288	228	1	150	exonic	228	2.3508155	1.3605001	3.3706038	-5.371	11.497	150	0.35059329867362976	0.1979999989271164	1.8210525512695312	-5.013000011444092	10.562000274658203	150	0.29832667	-0.0915	2.4304388	-5.023	11.493	2.0002222061157227
c12norep6	chr12	2994875	3011018	+	ENST00000359864	132	2	150	exonic	15796	-0.34935528	-0.18	1.7625388	-13.748	11.821	150	5.7022199630737305	5.9679999351501465	3.774231433868408	-6.566999912261963	11.821000099182129	150	2.0805004	0.2665	4.546901	-5.852	11.505	-6.051575183868408
c12norep7	chr12	3697008	3733103	-	ENST00000440314	270	3	150	exonic	35697	-0.17487927	-0.057	1.4488658	-20.0	11.069	150	0.1917933076620102	0.24150000512599945	1.710972785949707	-6.4629998207092285	4.4070000648498535	150	-0.034246698	0.0085	2.4110134	-12.772	7.84	-0.3666725754737854
c12norep8	chr12	3732854	3733103	-	ENST00000514026	249	1	150	exonic	249	-0.44130123	-0.189	1.5355623	-9.865	3.489	150	0.1917933076620102	0.24150000512599945	1.710972785949707	-6.4629998207092285	4.4070000648498535	150	-0.36767328	-0.132	1.2036275	-4.306	3.391	-0.6330945491790771
c12norep9	chr12	3863894	3863948	-	ENST00000427057	54	1	150	exonic	54	0.2513704	0.3025	0.96851933	-4.039	2.441	150	0.29622000455856323	0.3005000054836273	1.1047554016113281	-3.7829999923706055	2.638000011444092	150	0.23942667	0.1435	1.0254873	-3.433	3.978	-0.04484960436820984
c12norep10	chr12	4538806	4538908	+	ENST00000536346	102	1	150	exonic	102	0.62526476	0.18	3.7390046	-8.173	10.584	150	-0.32947999238967896	-0.3075000047683716	3.3399531841278076	-12.595000267028809	10.550000190734863	150	0.41942665	-0.0915	2.4674635	-4.592	10.474	0.20583811402320862
c12norep11	chr12	4654354	4654845	+	ENST00000266544	129	2	150	exonic	491	1.489558	0.274	3.6550403	-10.292	11.646	150	0.8945733904838562	0.37299999594688416	2.5734081268310547	-6.5289998054504395	11.630999565124512	145	2.9988687	0.881	4.3661265	-5.886	11.625	-1.5093107223510742
c12riboseqorf6	chr12	5044127	5044190	+	ENST00000252321	63	1	150	exonic	63	3.0324128	2.122	3.0183794	-1.967	11.594	150	0.7919800877571106	0.4165000021457672	2.3472232818603516	-5.234000205993652	9.394000053405762	150	0.6769933	0.311	2.061182	-5.64	7.337	2.2404327392578125
c12riboseqorf7	chr12	6341823	6341955	-	ENST00000162749	132	1	150	exonic	132	0.9292046	0.21599999	2.5387566	-5.82	10.518	150	1.4306200742721558	0.7605000138282776	2.775090217590332	-7.048999786376953	11.093000411987305	150	1.3887067	0.1555	3.4973042	-6.999	11.096	-0.501415491104126
c12norep12	chr12	6374808	6375583	-	ENST00000536411	108	2	150	exonic	696	0.93622553	0.305	2.662296	-9.396	11.616	150	1.4410734176635742	0.48399999737739563	3.2551991939544678	-6.0980000495910645	11.013999938964844	150	0.76919997	0.49150002	2.2300181	-5.315	7.697	-0.5048478841781616
c12norep13	chr12	6439523	6439586	-	ENST00000399492	63	1	150	exonic	63	-0.14528571	-0.018	0.7659434	-2.748	1.652	150	0.05223999172449112	0.013500000350177288	0.8783348202705383	-3.7679998874664307	3.3320000171661377	150	0.047279987	0.0595	0.9036919	-3.028	3.331	-0.19752570986747742
