chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	translated_frame_score	translated_max_score	translated_phylop	translated_window_max	untranslated_frame_score	untranslated_max_score	untranslated_phylop	untranslated_window_max	translated_length	untranslated_length	intron_start	intron_end	frame	translated_coords	intron_coords
6	87589879	87589918	ENST00000369536_1	39	-	87589879	87589918	0	1	39	0	ENST00000369536	39	-26.91261570270245	-21.50594888589321	-0.900743589664881	-21.25170021057129	-13.858923419188537	-13.858923419188537	0.10786973121184174	7.807000160217285	39	20292	87569590	87589921	1	6:87589879-87589918	6:87569590-87589921
6	87701333	87701444	ENST00000257787_1	111	-	87701333	87701444	0	1	111	0	ENST00000257787	111	-18.045046333085608	-14.518133375758216	-0.14650450571574405	-10.431499812006951	-20.27915042666064	-20.27915042666064	0.3379139019399396	7.072000026702881	111	19575	87681763	87701449	2	6:87701333-87701444	6:87681763-87701449
7	23106149	23106167	ENST00000339077_1	18	+	23106149	23106167	0	1	18	0	ENST00000339077	18	-32.73622213469611	-13.0223335425059	1.5651666472355525		-18.55293786409987	-18.37073168918081	0.2263672309283266	5.416999816894531	18	17612	23106146	23123776	1	7:23106149-23106167	7:23106146-23123776
7	23182211	23182235	ENST00000258742_1	24	+	23182211	23182235	0	1	24	0	ENST00000258742	24	-22.50587487220764	-16.532457967599232	-0.35466667093957466		-19.345003877634298	-18.870715309114164	-0.03486265064914945	8.303000450134277	24	2839	23182206	23185069	3	7:23182211-23182235	7:23182206-23185069
7	135557977	135558007	ENST00000285968_1	30	+	135557977	135558007	0	1	30	0	ENST00000285968	30	-12.368933252493541	-12.368933252493541	0.27633333884490036	-12.368933252493541	-14.535991666277754	-14.495686896973696	-0.22477620058970388	9.244000434875488	30	13102	135557972	135571104	3	7:135557977-135558007	7:135557972-135571104
7	32490149	32490314	ENST00000450169_1	165	-	32490149	32490314	0	1	165	0	ENST00000450169	165	-24.71025307458124	-19.20080593777538	-0.532200000852798	-10.805700051784516	-26.34700116283364	-23.475203285023774	-0.2720037088762538	-11.516700029373169	165	810	32489344	32490319	2	7:32490149-32490314	7:32489344-32490319
7	43869405	43869453	ENST00000317534_1	48	-	43869405	43869453	0	1	48	0	ENST00000317534	48	-22.984500208248694	-17.528249975293875	-1.0898541701414313	-23.602700251340867	-28.153155982494354	-25.620812460780144	1.0301875220648071	-28.63709971110026	48	32	43869376	43869456	3	7:43869405-43869453	7:43869376-43869456
7	151080481	151080679	ENST00000297532_1	198	-	151080481	151080679	0	1	198	0	ENST00000297532	198	-13.553605959873007	-13.553605959873007	1.3183888854703518	-4.2064001083374025	-19.444813798426104	-15.140989379362857	1.4894024843768239	-4.399399846792221	198	564	151079922	151080684	2	7:151080481-151080679	7:151079922-151080684
8	12193872	12193971	ENST00000448228_1	99	-	12193872	12193971	0	1	99	0	ENST00000448228	99	-19.684939356765362	-12.079000068433357	-0.5300504983111163	-7.869699943065643	-16.386534529783592	-16.161721872388984	-0.08942084505460605	-3.7954999923706056	99	2034	12191841	12193974	1	8:12193872-12193971	8:12191841-12193974
8	12436145	12436244	ENST00000262365_1	99	-	12436145	12436244	0	1	99	0	ENST00000262365	99	-14.807070615315679	-12.917000091437137	-0.2846666622831665	-8.723699923356374	-16.11608373170516	-15.860572238590096	-0.04939664491045886	-2.2959999263286592	99	2034	12434114	12436247	1	8:12436145-12436244	8:12434114-12436247
8	56074299	56074377	ENST00000009589_1	78	-	56074299	56074377	0	1	78	0	ENST00000009589	78	-17.604797133501027	-17.604797133501027	-0.6516153866257997	-10.765428611210414	-27.3478600731888	-21.844978961650725	-1.3463566451035505	-16.27250002771616	78	143	56074159	56074380	3	8:56074299-56074377	8:56074159-56074380
8	124538986	124539019	ENST00000276692_1	33	-	124538986	124539019	0	1	33	0	ENST00000276692	33	-43.4433631029996	-33.720999797185264	-1.631363647679488	-45.083199405670165	-14.978901582151094	-14.80399656855532	-0.03138903184238587	5.63100004196167	33	15989	124523002	124539024	1	8:124538986-124539019	8:124523002-124539024
8	144517670	144517697	ENST00000617875_1	27	-	144517670	144517697	0	1	27	0	ENST00000617875	27	-18.945666525099014	-14.769925702501226	-0.6230370467183767		-24.28081580212242	-19.626683928464587	1.092052624585401	-24.37953322728475	27	38	144517635	144517700	3	8:144517670-144517697	8:144517635-144517700
9	21802784	21802790	ENST00000644715_1	6	+	21802784	21802790	0	1	6	0	ENST00000644715	6	-6.421500126520793	-6.421500126520793	2.872999964902798		-21.971824974605617	-20.816473082454536	-0.011926162275808316	7.1529998779296875	6	12645	21802781	21815432	1	9:21802784-21802790	9:21802781-21815432
9	33265150	33265159	ENST00000223500_1	9	+	33265150	33265159	0	1	9	0	ENST00000223500	9	-4.904555426703559	-4.904555426703559	3.344888864292039		-28.24018480769972	-27.77641579010899	0.23323681112979336	-9.557400012016297	9	853	33265147	33266009	1	9:33265150-33265159	9:33265147-33266009
9	133348249	133348261	ENST00000323345_1	12	+	133348249	133348261	0	1	12	0	ENST00000323345	12	-37.59324983755747	-37.59324983755747	-1.9121667457123597		-17.732130146638625	-15.63481837268595	-1.1705623102966358	2.2208331724007926	12	663	133348246	133348921	1	9:133348249-133348261	9:133348246-133348921
9	137188783	137188978	ENST00000322310_1	195	+	137188783	137188978	0	1	195	0	ENST00000322310	195	-13.664744856767356	-13.664744856767356	-1.0053204375766835	0.21869996190071106	-12.08271728227239	-12.08271728227239	-0.29179348968698277	-4.58390001654625	195	92	137188778	137189065	3	9:137188783-137188978	9:137188778-137189065
9	26892313	26892409	ENST00000333916_1	96	-	26892313	26892409	0	1	96	0	ENST00000333916	96	-28.17503137513995	-18.97632295638323	0.16491667266624668	-23.21720036268234	-16.917963225993763	-16.917963225993763	-0.16093353276849282	0.6978999599814415	96	4803	26887513	26892412	1	9:26892313-26892409	9:26887513-26892412
9	37592253	37592406	ENST00000321301_1	153	-	37592253	37592406	0	1	153	0	ENST00000321301	153	-31.160182690308766	-20.454901996780844	-0.23818300715556331	-24.201599979400633	-18.3786981531282	-17.44795254373538	-0.1827672969766182	1.8443750627338886	153	3326	37588932	37592411	1	9:37592253-37592406	9:37588932-37592411
9	124861870	124861906	ENST00000348462_1	36	-	124861870	124861906	0	1	36	0	ENST00000348462	36	-28.86758319536845	-28.86758319536845	1.0139444253096979	-21.231500148773193	-26.308495031470812	-26.308495031470812	-0.7103333291359708	-7.736000127262539	36	318	124861555	124861909	1	9:124861870-124861906	9:124861555-124861909
9	127451119	127451275	ENST00000361436_1	156	-	127451119	127451275	0	1	156	0	ENST00000361436	156	-18.86734610222853	-15.238634726175896	0.6087999989821886	-9.017200005054473	-20.746449975855647	-20.746449975855647	0.38130624907425953	-4.285299813747406	156	320	127450804	127451280	1	9:127451119-127451275	9:127450804-127451280
9	127937676	127937814	ENST00000314392_1	138	-	127937676	127937814	0	1	138	0	ENST00000314392	138	-27.887985381095305	-27.887985381095305	-0.30950745732745905	-8.867600011825562	-16.845961516484238	-16.845961516484238	0.25296153467542565	-1.0674999475479126	138	156	127937523	127937817	1	9:127937676-127937814	9:127937523-127937817
X	111681302	111681374	ENST00000394780_1	72	+	111681302	111681374	0	1	72	0	ENST00000394780	72	-17.76059707833661	-17.76059707833661	-0.1789027824739201	-14.639300115903218	-26.036298990441193	-26.036298990441193	-0.8942973685144496	-3.582700049877167	72	760	111681299	111682131	1	X:111681302-111681374	X:111681299-111682131
X	100636559	100636604	ENST00000373020_1	45	-	100636559	100636604	0	1	45	0	ENST00000373020	45	-27.67266652782758	-20.378644259770713	-0.015555558757235606	-25.543599954247476	-27.866837704478595	-24.268546627072034	0.6680330885973685	-3.8759000182151793	45	816	100635746	100636607	1	X:100636559-100636604	X:100635746-100636607
