chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	strand_cds	gene_name	cds_frame	cds_end_pos	matched_frame_score	max_frame_score	start_region_score	window_max_score	phylop_mean	extension_frame	extension_length	genome_coords
12	6975809	6975815	ENST00000599672_1	6	+	6975809	6975815	0	1	6	0	ENST00000599672	6	+	EMG1	0	6975806	-0.00350038210550944	-0.00350038210550944	-0.00350038210550944		0.36666666343808174	1	6	12:6975809-6975815
12	7210223	7210364	ENST00000675855_1	141	+	7210223	7210364	0	1	141	0	ENST00000675855	141	+	PEX5	0	7210220	-17.373468012251752	-5.781361678179274	-10.538266710440318	-5.17519981265068	3.840269485713108	1	141	12:7210223-7210364
12	12718946	12721207	ENST00000228872_1	180	+	12718946	12721207	0	2	8,172	0,2089	ENST00000228872	2261	+	CDKN1B	0	12718943	-26.079234508835402	-24.73990353326831	1.269000244140625	1.1317999541759491	1.1706613407067148	3	2261	12:12718946-12721207
12	12829554	12829566	ENST00000358007_1	12	+	12829554	12829566	0	1	12	0	ENST00000358007	12	+	DDX47	0	12829551	-26.22074955701828	-19.742915948232014	-26.22074955701828		-1.1598333219687145	1	12	12:12829554-12829566
12	15902978	15903170	ENST00000419869_1	192	+	15902978	15903170	0	1	192	0	ENST00000419869	192	+	STRAP	0	15902975	-20.583968413096887	-14.188203241676092	-28.122600362698236	-10.242299944162369	1.6179114565820782	1	192	12:15902978-15903170
12	21515707	21515764	ENST00000229314_1	57	+	21515707	21515764	0	1	57	0	ENST00000229314	57	+	GOLT1B	0	21515704	-9.241701772338466	-9.241701772338466	-4.843000340461731	-3.680800147851308	4.688070196593017	1	57	12:21515707-21515764
12	22684954	22684981	ENST00000266517_1	27	+	22684954	22684981	0	1	27	0	ENST00000266517	27	+	ETNK1	0	22684951	-10.842000051574022	-7.209925810496013	-5.215599811077118		2.4970370564195843	1	27	12:22684954-22684981
12	26964733	26964787	ENST00000229395_1	54	+	26964733	26964787	0	1	54	0	ENST00000229395	54	+	FGFR1OP2	0	26964730	-18.298148172873038	-14.265925794287964	-10.265333398183186	-10.337433242797852	0.42307407783206413	1	54	12:26964733-26964787
12	27028461	27028485	ENST00000282892_1	24	+	27028461	27028485	0	1	24	0	ENST00000282892	24	+	MED21	0	27028458	-36.513500422239304	-25.50750042994817	-34.754200315475465		-0.4985416807855169	1	24	12:27028461-27028485
12	27755450	27755462	ENST00000081029_1	12	+	27755450	27755462	0	1	12	0	ENST00000081029	12	+	MRPS35	0	27755447	-8.287583231925964	-8.287583231925964	-8.287583231925964		0.3531666699176033	1	12	12:27755450-27755462
12	49273227	49273302	ENST00000301072_1	75	+	49273227	49273302	0	1	75	0	ENST00000301072	75	+	TUBA1C	0	49273224	-24.250040048360823	-24.250040048360823	-23.08899981379509	-17.405699944496156	-0.2839466619770974	1	75	12:49273227-49273302
12	49762896	49762923	ENST00000267115_1	27	+	49762896	49762923	0	1	27	0	ENST00000267115	27	+	TMBIM6	0	49762893	-14.986777848667568	-8.51370362882261	-13.742999744415282		1.0561851935668125	1	27	12:49762896-49762923
12	50099000	50099069	ENST00000394963_1	69	+	50099000	50099069	0	1	69	0	ENST00000394963	69	+	SMARCD1	0	50098997	-16.63886945316757	-10.383130146757416	-6.254599889119466	-13.42106663386027	2.142782602135254	1	69	12:50099000-50099069
12	50120217	50120307	ENST00000550487_1	90	+	50120217	50120307	0	1	90	0	ENST00000550487	90	+	COX14	0	50120214	-27.581933069229127	-12.383511098225911	-35.24279975891113	-16.451699900627137	0.7387111118477252	1	90	12:50120217-50120307
12	51242458	51242545	ENST00000412716_1	87	+	51242458	51242545	0	1	87	0	ENST00000412716	87	+	DAZAP2	0	51242455	-2.264908072592198	-2.264908072592198	-1.2966000239054363	0.07179999351501465	6.332356317268535	1	87	12:51242458-51242545
12	53040223	53040331	ENST00000262056_1	108	+	53040223	53040331	0	1	108	0	ENST00000262056	108	+	EIF4B	0	53040220	-11.473333368698755	-7.227805577011572	-28.99606706301371	-4.672399939596653	4.137749996519199	1	108	12:53040223-53040331
12	53411240	53411345	ENST00000327443_1	105	+	53411240	53411345	0	1	105	0	ENST00000327443	105	+	SP1	0	53411237	-7.122847688765753	-7.122847688765753	-14.973133532206218	1.7901000022888183	5.284218998483959	1	105	12:53411240-53411345
12	53446059	53446146	ENST00000429243_1	87	+	53446059	53446146	0	1	87	0	ENST00000429243	87	+	PRR13	0	53446056	-10.514275888302203	-9.471160835233228	-4.837400295585394	-4.375700045749545	3.0288735620420555	1	87	12:53446059-53446146
12	53479442	53479514	ENST00000546463_1	72	+	53479442	53479514	0	1	72	0	ENST00000546463	72	+	PCBP2	0	53479439	-3.9452361315488815	-1.1966666844156053	0.8795334418614705	-2.511200022697449	6.958624988794327	1	72	12:53479442-53479514
12	54284313	54284562	ENST00000340913_1	18	+	54284313	54284562	0	2	4,14	0,235	ENST00000340913	249	+	HNRNPA1	0	54284310	-12.43577114286193	-12.43577114286193	-9.910200214385986	-0.820799958705902	5.412586348012079	1	249	12:54284313-54284562
12	56112888	56112957	ENST00000303305_1	69	+	56112888	56112957	0	1	69	0	ENST00000303305	69	+	PA2G4	0	56112885	-11.3183476821236	-4.034058075020279	-9.185199761390686	-4.93329998254776	3.646898550885743	1	69	12:56112888-56112957
12	56117524	56117626	ENST00000546591_1	102	+	56117524	56117626	0	1	102	0	ENST00000546591	102	+	RPL41	0	56117521	-17.45628419576907	-17.45628419576907	-17.215666166941325	-10.847999763488769	0.9048431403204507	1	102	12:56117524-56117626
12	56160654	56161415	ENST00000550697_1	45	+	56160654	56161415	0	2	16,29	0,732	ENST00000550697	761	+	MYL6	0	56160651	-14.133512436158945	-14.133512436158945	11.079066717624665	20.94220051765442	2.7346044677715384	3	761	12:56160654-56161415
12	56229213	56229285	ENST00000267023_1	72	+	56229213	56229285	0	1	72	0	ENST00000267023	72	+	NABP2	0	56229210	-32.10408348341783	-16.401486133535702	-27.320199966430664	-21.002100431919096	0.34580555457311374	1	72	12:56229213-56229285
12	57225747	57225798	ENST00000349394_1	51	+	57225747	57225798	0	1	51	0	ENST00000349394	51	+	NXPH4	0	57225744	-14.290411724763757	-14.290411724763757	-16.536999797821046	-6.75959997177124	0.26470588424297814	1	51	12:57225747-57225798
12	57601606	57601651	ENST00000354947_1	45	+	57601606	57601651	0	1	45	0	ENST00000354947	45	+	PIP4K2C	0	57601603	-22.429644743601482	-13.97053338156806	-25.866933600107828	-20.711000315348308	2.1918444563945134	1	45	12:57601606-57601651
12	57796583	57796688	ENST00000652027_1	105	+	57796583	57796688	0	1	105	0	ENST00000652027	105	+	TSFM	0	57796580	-29.969752243019286	-25.9185713495527	-34.46420043309529	-22.150300282239915	0.6030980397664084	1	105	12:57796583-57796688
12	64448131	64448161	ENST00000332707_1	30	+	64448131	64448161	0	1	30	0	ENST00000332707	30	+	XPOT	0	64448128	-16.96053329904874	-12.254100108146668	-13.989599927266438	-16.96053329904874	2.6053999957938987	1	30	12:64448131-64448161
12	64501381	64501429	ENST00000331710_1	48	+	64501381	64501429	0	1	48	0	ENST00000331710	48	+	TBK1	0	64501378	-22.830208378533523	-12.442437574267387	-22.797066942850748	-22.18939987421036	2.4043958572049937	1	48	12:64501381-64501429
12	64694912	64694933	ENST00000542104_1	21	+	64694912	64694933	0	1	21	0	ENST00000542104	21	+	RASSF3	0	64694909	-17.11123846258436	-17.11123846258436	-16.85006699562073		-0.6542856955812091	1	21	12:64694912-64694933
12	65963292	65963340	ENST00000403681_1	48	+	65963292	65963340	0	1	48	0	ENST00000403681	48	+	HMGA2	0	65963289	-5.79731235280633	-5.79731235280633	8.976800155639648	4.074800103902817	4.721166685437008	1	48	12:65963292-65963340
12	67312830	67312863	ENST00000545606_1	33	+	67312830	67312863	0	1	33	0	ENST00000545606	33	+	CAND1	0	67312827	-22.57854513688521	-19.608515147006873	-28.270999717712403	-23.278899669647217	3.470878834525744	1	33	12:67312830-67312863
12	68839849	68839864	ENST00000258149_1	15	+	68839849	68839864	0	1	15	0	ENST00000258149	15	+	MDM2	0	68839846	-12.290933402379354	-12.290933402379354	-12.290933402379354		0.1269999999475355	1	15	12:68839849-68839864
12	69601325	69601364	ENST00000299300_1	39	+	69601325	69601364	0	1	39	0	ENST00000299300	39	+	CCT2	0	69601322	-15.081025822040361	-12.11605135599772	-18.440866724650064	-15.891433511177699	2.290128211849011	1	39	12:69601325-69601364
12	69815446	69815470	ENST00000247833_1	24	+	69815446	69815470	0	1	24	0	ENST00000247833	24	+	RAB3IP	0	69815443	-17.93958322207133	-12.336375176906586	-15.622533480326334		1.62066665943712	1	24	12:69815446-69815470
12	93399379	93399457	ENST00000415493_1	78	+	93399379	93399457	0	1	78	0	ENST00000415493	78	+	NUDT4	0	93399376	-15.320423146088919	-15.320423146088919	-9.283999848365784	-7.383899927139282	0.8503461543661661	1	78	12:93399379-93399457
12	93501221	93501344	ENST00000549982_1	123	+	93501221	93501344	0	1	123	0	ENST00000549982	123	+	MRPL42	0	93501218	-26.952455249259142	-22.448308884612914	-27.782866446177163	-19.14860043525696	1.005699187630742	1	123	12:93501221-93501344
12	95866071	95866116	ENST00000266735_1	45	+	95866071	95866116	0	1	45	0	ENST00000266735	45	+	SNRPF	0	95866068	-19.566466387112936	-15.296422102716233	-26.56379954814911	-13.780199897289275	3.358377763380607	1	45	12:95866071-95866116
12	98547858	98547948	ENST00000556029_1	90	+	98547858	98547948	0	1	90	0	ENST00000556029	90	+	TMPO	0	98547855	-12.013266748934985	-12.013266748934985	-4.449599969387054	-5.224100213497877	3.4443333497891824	1	90	12:98547858-98547948
12	101728945	101729074	ENST00000229266_1	129	+	101728945	101729074	0	1	129	0	ENST00000229266	129	+	CHPT1	0	101728942	-11.917666737423387	-8.661721022323121	-2.1893333911895754	-0.15670008361339569	3.832209298950295	1	129	12:101728945-101729074
12	104348421	104348589	ENST00000525566_1	168	+	104348421	104348589	0	1	168	0	ENST00000525566	168	+	TXNRD1	0	104348418	-24.59142868922624	-19.93963710112231	-18.666800064221025	-14.420400232449174	0.6382499955195401	1	168	12:104348421-104348589
12	106971391	106971427	ENST00000280756_1	36	+	106971391	106971427	0	1	36	0	ENST00000280756	36	+	TMEM263	0	106971388	-24.704833613501656	-12.378000358740488	-30.057466761271158	-23.73996696472168	1.861916660848591	1	36	12:106971391-106971427
12	107712220	107712277	ENST00000412830_1	57	+	107712220	107712277	0	1	57	0	ENST00000412830	57	+	PWP1	0	107712217	-27.294105190979806	-22.1760702760596	-28.616732851664224	-26.36510012149811	-0.04452631315584049	1	57	12:107712220-107712277
12	109109969	109110008	ENST00000242576_1	39	+	109109969	109110008	0	1	39	0	ENST00000242576	39	+	UNG	0	109109966	-18.42748723580287	-18.42748723580287	-26.497199980417886	-11.276733442147572	-0.022564102823917683	1	39	12:109109969-109110008
12	110346470	110346500	ENST00000539276_1	30	+	110346470	110346500	0	1	30	0	ENST00000539276	30	+	ATP2A2	0	110346467	-9.288266626000404	-6.227700245380402	-12.649266624450684	-9.288266626000404	5.894733365376791	1	30	12:110346470-110346500
12	110490137	110490158	ENST00000377673_1	21	+	110490137	110490158	0	1	21	0	ENST00000377673	21	+	FAM216A	0	110490134	-19.233618622734433	-19.233618622734433	-10.162333075205485		-0.025952391503822236	1	21	12:110490137-110490158
12	111809575	111809671	ENST00000261733_1	96	+	111809575	111809671	0	1	96	0	ENST00000261733	96	+	ALDH2	0	111809572	-28.231260407716036	-22.911551972230274	-19.995199942588805	-17.31020019054413	-0.17194791473836327	1	96	12:111809575-111809671
12	118144803	118144824	ENST00000261313_1	21	+	118144803	118144824	0	1	21	0	ENST00000261313	21	+	PEBP1	0	118144800	-19.56642826965877	-19.56642826965877	-7.731199955940246		-0.11733333695502508	1	21	12:118144803-118144824
12	118414433	118414457	ENST00000543473_1	24	+	118414433	118414457	0	1	24	0	ENST00000543473	24	+	SUDS3	0	118414430	-8.140416786074638	-8.140416786074638	-8.933133419354757		0.9796666684560478	1	24	12:118414433-118414457
12	119680325	119680619	ENST00000229328_1	294	+	119680325	119680619	0	1	294	0	ENST00000229328	294	+	PRKAB1	0	119680322	-23.555754907885376	-20.855765234222826	-20.441000111897786	-5.204499912261963	0.0694251681787285	1	294	12:119680325-119680619
12	120440537	120440660	ENST00000229379_1	123	+	120440537	120440660	0	1	123	0	ENST00000229379	123	+	COX6A1	0	120440534	-16.11367484951407	-15.369195078446612	-16.873600407441458	-1.7181000232696533	2.124796736319133	1	123	12:120440537-120440660
12	120498210	120498327	ENST00000242577_1	117	+	120498210	120498327	0	1	117	0	ENST00000242577	117	+	DYNLL1	0	120498207	-6.46507692642701	-6.46507692642701	-8.38259997367859	1.1912999629974366	5.472974342031357	1	117	12:120498210-120498327
12	120696545	120696635	ENST00000228506_1	90	+	120696545	120696635	0	1	90	0	ENST00000228506	90	+	MLEC	0	120696542	-11.654833426740435	-11.654833426740435	-14.146800025304158	-4.2876000761985775	3.005622219353811	1	90	12:120696545-120696635
12	123596729	123596744	ENST00000262225_1	15	+	123596729	123596744	0	1	15	0	ENST00000262225	15	+	TMED2	0	123596726	-16.85693306128184	-5.466199930508932	-16.85693306128184		2.8385999905566375	1	15	12:123596729-123596744
12	125025430	125025523	ENST00000341446_1	93	+	125025430	125025523	0	1	93	0	ENST00000341446	93	+	BRI3BP	0	125025427	-20.963580594267896	6.2044837784863285	-12.651532777150472	-14.207399880886078	0.8882903201125001	1	93	12:125025430-125025523
12	130875926	130875932	ENST00000543796_1	6	+	130875926	130875932	0	1	6	0	ENST00000543796	6	+	RAN	0	130875923	3.188833236694336	3.188833236694336	3.188833236694336		2.49500002960364	1	6	12:130875926-130875932
12	131799488	131799704	ENST00000261674_1	216	+	131799488	131799704	0	1	216	0	ENST00000261674	216	+	SFSWAP	0	131799485	-19.364648145106102	-11.415069440172779	-2.175599956512451	-3.777000093460083	2.4970925738560728	1	216	12:131799488-131799704
12	132152401	132152422	ENST00000330579_1	21	+	132152401	132152422	0	1	21	0	ENST00000330579	21	+	NOC4L	0	132152398	-2.8128333157963223	1.2870952160585494	-2.1133999586105348		-0.2995714272948958	1	21	12:132152401-132152422
12	132720828	132720882	ENST00000498926_1	54	+	132720828	132720882	0	1	54	0	ENST00000498926	54	+	PGAM5	0	132720825	-14.965111202663845	-14.965111202663845	-16.935200452804565	-13.327199935913086	-1.3719259252150853	1	54	12:132720828-132720882
12	6492144	6492270	ENST00000229238_1	126	-	6492144	6492270	0	1	126	0	ENST00000229238	126	-	MRPL51	0	6492273								12:6492144-6492270
12	6748536	6748794	ENST00000203630_1	36	-	6748536	6748794	0	2	11,25	0,233	ENST00000203630	258	-	MLF2	0	6748797								12:6748536-6748794
12	6965678	6965684	ENST00000535923_1	6	-	6965678	6965684	0	1	6	0	ENST00000535923	6	-	PHB2	0	6965687								12:6965678-6965684
12	8941589	8941817	ENST00000000412_1	228	-	8941589	8941817	0	1	228	0	ENST00000000412	228	-	M6PR	0	8941820								12:8941589-8941817
12	10606238	10606274	ENST00000320756_1	36	-	10606238	10606274	0	1	36	0	ENST00000320756	36	-	MAGOHB	0	10606277								12:10606238-10606274
12	10699637	10701287	ENST00000228251_1	51	-	10699637	10701287	0	2	17,34	0,1616	ENST00000228251	1650	-	YBX3	0	10701290								12:10699637-10701287
12	12975295	12975307	ENST00000014930_1	12	-	12975295	12975307	0	1	12	0	ENST00000014930	12	-	HEBP1	0	12975310								12:12975295-12975307
12	14786848	14787064	ENST00000261167_1	216	-	14786848	14787064	0	1	216	0	ENST00000261167	216	-	WBP11	0	14787067								12:14786848-14787064
12	21635520	21635541	ENST00000350669_1	21	-	21635520	21635541	0	1	21	0	ENST00000350669	21	-	LDHB	0	21635544								12:21635520-21635541
12	31282660	31282711	ENST00000337682_1	51	-	31282660	31282711	0	1	51	0	ENST00000337682	51	-	SINHCAF	0	31282714								12:31282660-31282711
12	31615677	31615770	ENST00000418260_1	93	-	31615677	31615770	0	1	93	0	ENST00000418260	93	-	AK4P3	0	31615770								12:31615677-31615770
12	31791695	31791758	ENST00000340398_1	63	-	31791695	31791758	0	1	63	0	ENST00000340398	63	-	H3-5	0	31791761								12:31791695-31791758
12	42087767	42087785	ENST00000398675_1	18	-	42087767	42087785	0	1	18	0	ENST00000398675	18	-	GXYLT1	0	42087788								12:42087767-42087785
12	43795518	43795584	ENST00000395510_1	66	-	43795518	43795584	0	1	66	0	ENST00000395510	66	-	TWF1	0	43795587								12:43795518-43795584
12	46361059	46361110	ENST00000256689_1	51	-	46361059	46361110	0	1	51	0	ENST00000256689	51	-	SLC38A2	0	46361113								12:46361059-46361110
12	47663483	47663504	ENST00000005386_1	21	-	47663483	47663504	0	1	21	0	ENST00000005386	21	-	RPAP3	0	47663507								12:47663483-47663504
12	48830444	48830468	ENST00000308025_1	24	-	48830444	48830468	0	1	24	0	ENST00000308025	24	-	DDX23	0	48830471								12:48830444-48830468
12	48938766	48938946	ENST00000256682_1	180	-	48938766	48938946	0	1	180	0	ENST00000256682	180	-	ARF3	0	48938949								12:48938766-48938946
12	49185003	49185009	ENST00000301071_1	6	-	49185003	49185009	0	1	6	0	ENST00000301071	6	-	TUBA1A	0	49185012								12:49185003-49185009
12	49990231	49990267	ENST00000312377_1	36	-	49990231	49990267	0	1	36	0	ENST00000312377	36	-	RACGAP1	0	49990270								12:49990231-49990267
12	53665289	53665313	ENST00000394349_1	24	-	53665289	53665313	0	1	24	0	ENST00000394349	24	-	ATP5MC2	0	53665316								12:53665289-53665313
12	54241664	54241754	ENST00000209875_1	90	-	54241664	54241754	0	1	90	0	ENST00000209875	90	-	CBX5	0	54241757								12:54241664-54241754
12	55725494	55725560	ENST00000257857_1	66	-	55725494	55725560	0	1	66	0	ENST00000257857	66	-	CD63	0	55725563								12:55725494-55725560
12	56273032	56273083	ENST00000351328_1	51	-	56273032	56273083	0	1	51	0	ENST00000351328	51	-	CS	0	56273086								12:56273032-56273083
12	56310452	56310551	ENST00000273308_1	99	-	56310452	56310551	0	1	99	0	ENST00000273308	99	-	CNPY2	0	56310554								12:56310452-56310551
12	56417571	56417715	ENST00000553532_1	144	-	56417571	56417715	0	1	144	0	ENST00000553532	144	-	TIMELESS	0	56417718								12:56417571-56417715
12	56638232	56638322	ENST00000262030_1	90	-	56638232	56638322	0	1	90	0	ENST00000262030	90	-	ATP5F1B	0	56638325								12:56638232-56638322
12	57059794	57059878	ENST00000300128_1	84	-	57059794	57059878	0	1	84	0	ENST00000300128	84	-	NEMP1	0	57059881								12:57059794-57059878
12	57516607	57516808	ENST00000346473_1	201	-	57516607	57516808	0	1	201	0	ENST00000346473	201	-	DDIT3	0	57516811								12:57516607-57516808
12	57530643	57530688	ENST00000548249_1	45	-	57530643	57530688	0	1	45	0	ENST00000548249	45	-	DCTN2	0	57530691								12:57530643-57530688
12	57748386	57748524	ENST00000257904_1	138	-	57748386	57748524	0	1	138	0	ENST00000257904	138	-	CDK4	0	57748527								12:57748386-57748524
12	76048380	76048428	ENST00000618691_1	48	-	76048380	76048428	0	1	48	0	ENST00000618691	48	-	NAP1L1	0	76048431								12:76048380-76048428
12	93409966	93410038	ENST00000318066_1	72	-	93409966	93410038	0	1	72	0	ENST00000318066	72	-	UBE2N	0	93410041								12:93409966-93410038
12	101395549	101395639	ENST00000261636_1	90	-	101395549	101395639	0	1	90	0	ENST00000261636	90	-	ARL1	0	101395642								12:101395549-101395639
12	106238993	106239023	ENST00000378026_1	30	-	106238993	106239023	0	1	30	0	ENST00000378026	30	-	CKAP4	0	106239026								12:106238993-106239023
12	109556940	109557027	ENST00000545712_1	87	-	109556940	109557027	0	1	87	0	ENST00000545712	87	-	MMAB	0	109557030								12:109556940-109557027
12	109852470	109852554	ENST00000318348_1	84	-	109852470	109852554	0	1	84	0	ENST00000318348	84	-	GLTP	0	109852557								12:109852470-109852554
12	110435019	110435154	ENST00000228825_1	135	-	110435019	110435154	0	1	135	0	ENST00000228825	135	-	ARPC3	0	110435157								12:110435019-110435154
12	110721063	110721075	ENST00000335007_1	12	-	110721063	110721075	0	1	12	0	ENST00000335007	12	-	PPP1CC	0	110721078								12:110721063-110721075
12	112405214	112405223	ENST00000202773_1	9	-	112405214	112405223	0	1	9	0	ENST00000202773	9	-	RPL6	0	112405226								12:112405214-112405223
12	113823004	113823223	ENST00000261741_1	219	-	113823004	113823223	0	1	219	0	ENST00000261741	219	-	RBM19	0	113823226								12:113823004-113823223
12	120462009	120462018	ENST00000229390_1	9	-	120462009	120462018	0	1	9	0	ENST00000229390	9	-	SRSF9	0	120462021								12:120462009-120462018
12	122208236	122208380	ENST00000464942_1	144	-	122208236	122208380	0	1	144	0	ENST00000464942	144	-	DIABLO	0	122208383								12:122208236-122208380
12	123261717	123261735	ENST00000261692_1	18	-	123261717	123261735	0	1	18	0	ENST00000261692	18	-	CDK2AP1	0	123261738								12:123261717-123261735
12	124778466	124778586	ENST00000261693_1	120	-	124778466	124778586	0	1	120	0	ENST00000261693	120	-	SCARB1	0	124782685								12:124778466-124778586
12	124911662	124911713	ENST00000339647_1	51	-	124911662	124911713	0	1	51	0	ENST00000339647	51	-	UBC	0	124911716								12:124911662-124911713
12	124947723	124947801	ENST00000308736_1	78	-	124947723	124947801	0	1	78	0	ENST00000308736	78	-	DHX37	0	124947804								12:124947723-124947801
13	21177225	21177231	ENST00000309594_1	6	+	21177225	21177231	0	1	6	0	ENST00000309594	6	+	MRPL57	0	21177222	-41.42049980163574	0.019666512807210285	-41.42049980163574		-1.349666677415371	1	6	13:21177225-21177231
13	27623250	27623286	ENST00000302979_1	36	+	27623250	27623286	0	1	36	0	ENST00000302979	36	+	POLR1D	0	27623247	-28.930499541262787	-17.828388929367065	-42.283998769521716	-31.120199474692345	0.6390555535391387	1	36	13:27623250-27623286
13	33836295	33836415	ENST00000380071_1	120	+	33836295	33836415	0	1	120	0	ENST00000380071	120	+	RFC3	0	33836292	-26.76462502479553	-20.637341684103014	-14.562800025939941	-16.55559982061386	0.21449166641881068	1	120	13:33836295-33836415
13	45283561	45283573	ENST00000340473_1	12	+	45283561	45283573	0	1	12	0	ENST00000340473	12	+	GTF2F2	0	45283558	-26.86158323287964	-25.057833870251972	-26.86158323287964		-0.5461666701982418	1	12	13:45283561-45283573
13	48261224	48261257	ENST00000647800_1	33	+	48261224	48261257	0	1	33	0	ENST00000647800	33	+	ITM2B	0	48261221	-13.237969651366726	-13.237969651366726	-10.910666735967	-12.63306658267975	2.6610606096007605	1	33	13:48261224-48261257
13	52475141	52475150	ENST00000258607_1	9	+	52475141	52475150	0	1	9	0	ENST00000258607	9	+	CKAP2	0	52475138	-14.926111088858711	5.604333400726318	-14.926111088858711		2.4216666881822877	1	9	13:52475141-52475150
13	75605812	75605857	ENST00000377595_1	45	+	75605812	75605857	0	1	45	0	ENST00000377595	45	+	UCHL3	0	75605809	-16.52651114993625	-7.217066548268	-26.800267092386882	-11.335699844360352	2.6165111318230627	1	45	13:75605812-75605857
13	79551120	79552588	ENST00000218652_1	75	+	79551120	79552588	0	2	2,73	0,1395	ENST00000218652	1468	+	NDFIP2	0	79551117	-27.922833075955936	-25.095509499737776	-19.506467215220134	-7.073099827766418	0.8252059855104166	2	1468	13:79551120-79552588
13	97464442	97464487	ENST00000245304_1	45	+	97464442	97464487	0	1	45	0	ENST00000245304	45	+	RAP2A	0	97464439	-26.140022638108995	-24.655066053072613	-27.671067682902017	-25.374500115712483	-0.40268887306253115	1	45	13:97464442-97464487
13	98021822	98021921	ENST00000651721_1	99	+	98021822	98021921	0	1	99	0	ENST00000651721	99	+	IPO5	0	98021819	-8.412919236554039	-8.412919236554039	-8.444466741879781	-3.478100049495697	4.731808072393478	1	99	13:98021822-98021921
13	99562758	99562797	ENST00000376387_1	39	+	99562758	99562797	0	1	39	0	ENST00000376387	39	+	TM9SF2	0	99562755	-3.8228462040424347	-3.8228462040424347	3.5393999040126802	-1.8586000829935074	5.275153810397173	1	39	13:99562758-99562797
13	112878294	112882064	ENST00000375645_1	198	+	112878294	112882064	0	2	9,189	0,3581	ENST00000375645	3770	+	ATP11A	0	112878291	-20.792229312478742	-19.805761978013326	-3.539200019836426	-0.12020007073879242	-0.4828421887193186	3	3770	13:112878294-112882064
13	113322421	113322478	ENST00000332556_1	57	+	113322421	113322478	0	1	57	0	ENST00000332556	57	+	LAMP1	0	113322418	-15.859701746388486	-15.859701746388486	-18.809533055623373	-7.797500014305115	-0.27914034807237614	1	57	13:113322421-113322478
13	113640267	113640330	ENST00000375370_1	63	+	113640267	113640330	0	1	63	0	ENST00000375370	63	+	TFDP1	0	113640264	-21.729095149607886	-10.036063438370114	-26.665399837493897	-17.763200062513352	0.1995079346178543	1	63	13:113640267-113640330
13	114272443	114272515	ENST00000356221_1	72	+	114272443	114272515	0	1	72	0	ENST00000356221	72	+	CDC16	0	114272440	-23.26250008245309	-23.26250008245309	-30.61793352762858	-13.859100151062012	0.2760138911091619	1	72	13:114272443-114272515
13	19702988	19703174	ENST00000338910_1	186	-	19702988	19703174	0	1	186	0	ENST00000338910	186	-	PSPC1	0	19703177								13:19702988-19703174
13	27963075	27963114	ENST00000381020_1	39	-	27963075	27963114	0	1	39	0	ENST00000381020	39	-	CDX2	0	27963117								13:27963075-27963114
13	29514338	29514479	ENST00000380752_1	141	-	29514338	29514479	0	1	141	0	ENST00000380752	141	-	SLC7A1	0	29514482								13:29514338-29514479
13	30461281	30461356	ENST00000341423_1	75	-	30461281	30461356	0	1	75	0	ENST00000341423	75	-	HMGB1	0	30461359								13:30461281-30461356
13	31137266	31137317	ENST00000320027_1	51	-	31137266	31137317	0	1	51	0	ENST00000320027	51	-	HSPH1	0	31137320								13:31137266-31137317
13	40729317	40729371	ENST00000323563_1	54	-	40729317	40729371	0	1	54	0	ENST00000323563	54	-	MRPS31	0	40729374								13:40729317-40729371
13	44434583	44434625	ENST00000458659_1	42	-	44434583	44434625	0	1	42	0	ENST00000458659	42	-	TSC22D1	0	44434628								13:44434583-44434625
13	45337343	45337385	ENST00000530705_1	42	-	45337343	45337385	0	1	42	0	ENST00000530705	42	-	TPT1	0	45338659								13:45337343-45337385
13	47943346	47943370	ENST00000646932_1	24	-	47943346	47943370	0	1	24	0	ENST00000646932	24	-	SUCLA2	0	47943373								13:47943346-47943370
13	49660937	49660967	ENST00000242827_1	30	-	49660937	49660967	0	1	30	0	ENST00000242827	30	-	EBPL	0	49660970								13:49660937-49660967
13	72710270	72710321	ENST00000377818_1	51	-	72710270	72710321	0	1	51	0	ENST00000377818	51	-	MZT1	0	72710324								13:72710270-72710321
13	75526513	75526588	ENST00000682242_1	75	-	75526513	75526588	0	1	75	0	ENST00000682242	75	-	COMMD6	0	75526591								13:75526513-75526588
13	76885113	76885170	ENST00000377474_1	57	-	76885113	76885170	0	1	57	0	ENST00000377474	57	-	KCTD12	0	76885173								13:76885113-76885170
13	77007126	77007144	ENST00000355619_1	18	-	77007126	77007144	0	1	18	0	ENST00000355619	18	-	FBXL3	0	77007147								13:77007126-77007144
13	78615543	78615579	ENST00000282003_1	36	-	78615543	78615579	0	1	36	0	ENST00000282003	36	-	OBI1	0	78615582								13:78615543-78615579
13	106543866	106543995	ENST00000400198_1	129	-	106543866	106543995	0	1	129	0	ENST00000400198	129	-	ARGLU1	0	106543998								13:106543866-106543995
14	20457508	20457520	ENST00000216714_1	12	+	20457508	20457520	0	1	12	0	ENST00000216714	12	+	APEX1	0	20457505	-38.789000471433006	-9.385666728019714	-38.789000471433006		-0.2579999938607216	1	12	14:20457508-20457520
14	20476601	20476646	ENST00000361505_1	45	+	20476601	20476646	0	1	45	0	ENST00000361505	45	+	PNP	0	20476598	-27.337222357590992	-27.337222357590992	-32.46513381004333	-21.177499920129776	-0.27486666314717795	1	45	14:20476601-20476646
