chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	cds_strand	cds_gene_name	cds_frame	cds_start_pos	translated_matched_frame_score	translated_max_frame_score	translated_start_region_score	translated_window_max_score	translated_phylop_mean	translated_frame	translated_length	untranslated_matched_frame_score	untranslated_max_frame_score	untranslated_start_region_score	untranslated_window_max_score	untranslated_phylop_mean	untranslated_frame	untranslated_length	cds_matched_frame_score	cds_max_frame_score	cds_start_region_score	cds_window_max_score	cds_phylop_mean	cds_length	genome_coords	translated_block_starts	translated_block_ends	untranslated_block_starts	untranslated_block_ends	cds_block_starts	cds_block_ends
14	20457508	20457520	ENST00000216714_1	12	+	20457508	20457520	0	1	12	0	ENST00000216714	12	+	APEX1		20455645	-27.5025290140314	-27.439679493314973	-40.006801223754884	-11.277899837493896	0.5937181419799011	2	259						1	0							14:20457508-20455645	[20457508]	[20457767]	[20457508]	[20457508]	[]	[]
14	20476601	20476646	ENST00000361505_1	45	+	20476601	20476646	0	1	45	0	ENST00000361505	45	+	PNP		20469524	-28.700528535479975	-25.33080644772408	-37.64160079956055	-0.875799971818924	0.13189959023472259	3	488						1	0							14:20476601-20469524	[20476601]	[20477089]	[20476601]	[20476601]	[]	[]
14	22771558	22771627	ENST00000612549_1	69	+	22771558	22771627	0	1	69	0	ENST00000612549	69	+	OXA1L		22766701	-14.964017659833647	-14.964017659833647	-29.643265597025554	3.371000051498413	-0.13772097818356815	3	1484						1	0							14:22771558-22766701	[22771558]	[22773042]	[22771558]	[22771558]	[]	[]
14	23325286	23325379	ENST00000678502_1	93	+	23325286	23325379	0	1	93	0	ENST00000678502	93	+	BCL2L2-PABPN1		23307767	-7.489945995442242	-5.772508431842008	-3.0153999805450438	5.24950003027916	5.638400452324117	2	889						1	0							14:23325286-23307767	[23325286]	[23326175]	[23325286]	[23325286]	[]	[]
14	23325286	23325379	ENST00000216727_1	93	+	23325286	23325379	0	1	93	0	ENST00000216727	93	+	PABPN1		23321469	-7.365019368523883	-5.7507730862093895	-3.0153999805450438	5.24950003027916	5.676633982046772	2	877						1	0							14:23325286-23321469	[23325286]	[23326163]	[23325286]	[23325286]	[]	[]
14	35081228	35081333	ENST00000280987_1	105	+	35081228	35081333	0	1	105	0	ENST00000280987	105	+	FAM177A1		35046463	-23.649701653950686	-22.297838909294427	-15.72760009765625	2.2269999980926514	0.6427174428304163	3	2150						1	0							14:35081228-35046463	[35081228]	[35083378]	[35081228]	[35081228]	[]	[]
14	35317306	35317360	ENST00000261479_1	54	+	35317306	35317360	0	1	54	0	ENST00000261479	54	+	PSMA6		35292476	-16.300706019234113	-15.357652416841232	-19.702800464630126	-5.923099911212921	2.507326211399314	2	187						1	0							14:35317306-35292476	[35317306]	[35317493]	[35317306]	[35317306]	[]	[]
14	39136479	39136488	ENST00000308317_1	9	+	39136479	39136488	0	1	9	0	ENST00000308317	9	+	GEMIN2		39114338	-23.597420233951397	-23.597420233951397	-24.808599789937336	-7.458199977874756	0.9111740862991216	3	494						1	0							14:39136479-39114338	[39136479]	[39136973]	[39136479]	[39136479]	[]	[]
14	39181863	39181914	ENST00000216832_1	51	+	39181863	39181914	0	1	51	0	ENST00000216832	51	+	PNN		39175279	-16.01814221883949	-13.909508838264637	-1.3193999767303466	1.468299961090088	3.9352306581070398	2	1357						1	0							14:39181863-39175279	[39181863]	[39183220]	[39181863]	[39181863]	[]	[]
14	49894264	49894318	ENST00000298316_1	54	+	49894264	49894318	0	1	54	0	ENST00000298316	54	+	ARF6		49893736	-13.933997469298149	-13.300247314231184	2.012733324368795	1.3515000581741332	3.8844630838006293	1	2790						1	0							14:49894264-49893736	[49894264]	[49897054]	[49894264]	[49894264]	[]	[]
14	51254519	51254549	ENST00000457354_1	30	+	51254519	51254549	0	1	30	0	ENST00000457354	30	+	TMX1		51240292	-22.74996795775793	-22.60499799343579	-28.628333409627277	6.679999828338623	0.7809745876495834	2	3136						1	0							14:51254519-51240292	[51254519]	[51257655]	[51254519]	[51254519]	[]	[]
14	52727617	52727647	ENST00000445930_1	30	+	52727617	52727647	0	1	30	0	ENST00000445930	30	+	PSMC6		52707219	-23.3541089765582	-22.01757762743254	-13.230199813842773	-2.654499912261963	1.8400616652899606	2	973						1	0							14:52727617-52707219	[52727617]	[52728590]	[52727617]	[52727617]	[]	[]
14	55684103	55684166	ENST00000395314_1	63	+	55684103	55684166	0	1	63	0	ENST00000395314	63	+	KTN1		55612048	-9.198075631805578	-9.063537817542292	-12.07519989013672	-0.4404000282287598	5.512113448983731	3	476						1	0							14:55684103-55612048	[55684103]	[55684579]	[55684103]	[55684103]	[]	[]
14	67383440	67383467	ENST00000256383_1	27	+	67383440	67383467	0	1	27	0	ENST00000256383	27	+	EIF2S1		67364767	-20.975406166847957	-20.975406166847957	-26.801600138346355	0.7865714175360543	1.0406083280048164	2	3076						1	0							14:67383440-67364767	[67383440]	[67386516]	[67383440]	[67383440]	[]	[]
14	69771461	69771536	ENST00000557154_1	75	+	69771461	69771536	0	1	75	0	ENST00000557154	75	+	SRSF5		69768156	-10.93633085674168	-9.334341958302128	-9.279400062561034	4.199699932336808	5.743503654406489	2	544						1	0							14:69771461-69768156	[69771461]	[69772005]	[69771461]	[69771461]	[]	[]
14	74198977	74199217	ENST00000555028_1	240	+	74198977	74199217	0	1	240	0	ENST00000555028	240	+	LIN52		74084974	-21.593139907276072	-21.593139907276072	-20.3744002978007	10.244999885559082	0.9018874785403871	3	2516						1	0							14:74198977-74084974	[74198977]	[74201493]	[74198977]	[74198977]	[]	[]
14	74495000	74495015	ENST00000556816_1	15	+	74495000	74495015	0	1	15	0	ENST00000556816	15	+	ISCA2		74493774	-22.836921953078164	-22.836921953078164	-31.819000307718913	2.008750006556511	0.4456140927102373	1	2106						1	0							14:74495000-74493774	[74495000]	[74497106]	[74495000]	[74495000]	[]	[]
14	75009188	75009248	ENST00000266126_1	60	+	75009188	75009248	0	1	60	0	ENST00000266126	60	+	EIF2B2		75002990	-17.828307377285597	-17.828307377285597	-30.849000197190506	0.5557777616712782	0.3732968588576656	2	3178						1	0							14:75009188-75002990	[75009188]	[75012366]	[75009188]	[75009188]	[]	[]
14	77717561	77717591	ENST00000557342_1	30	+	77717561	77717591	0	1	30	0	ENST00000557342	30	+	SLIRP		77708111	-18.278865050625157	-18.278865050625157	-20.141467094421387	-14.625600254535675	1.3224864904139493	2	37						1	0							14:77717561-77708111	[77717561]	[77717598]	[77717561]	[77717561]	[]	[]
14	88611751	88611805	ENST00000251038_1	54	+	88611751	88611805	0	1	54	0	ENST00000251038	54	+	ZC3H14		88563133	-21.279866990555185	-20.433377810087336	-19.558466752370197	23.687800121307372	0.6311125597974513	3	15845						1	0							14:88611751-88563133	[88611751]	[88627596]	[88611751]	[88611751]	[]	[]
14	90272407	90272458	ENST00000261303_1	51	+	90272407	90272458	0	1	51	0	ENST00000261303	51	+	PSMC1		90256597	-12.637490145116095	-12.472416233106895	-25.69220017194748	2.2209999561309814	-0.45868287800217444	2	3022						1	0							14:90272407-90256597	[90272407]	[90275429]	[90272407]	[90272407]	[]	[]
14	90404717	90404765	ENST00000356978_1	48	+	90404717	90404765	0	1	48	0	ENST00000356978	48	+	CALM1		90397230	-17.64264938242265	-16.718618073621965	-5.757200145721436	2.951200008392334	2.440764011331006	3	3551						1	0							14:90404717-90397230	[90404717]	[90408268]	[90404717]	[90404717]	[]	[]
14	93186671	93186800	ENST00000415050_1	129	+	93186671	93186800	0	1	129	0	ENST00000415050	129	+	LYSET		93185405	-13.141054092499772	-13.141054092499772	-9.756800079345703	0.19779997766017915	0.8193482137547627	2	1792						1	0							14:93186671-93185405	[93186671]	[93188463]	[93186671]	[93186671]	[]	[]
14	95544125	95544146	ENST00000331334_1	21	+	95544125	95544146	0	1	21	0	ENST00000331334	21	+	GLRX5		95535089	-20.785808128442344	-20.785808128442344	-4.161933298905691	-7.178099900484085	-0.1373886985077175	2	589						1	0							14:95544125-95535089	[95544125]	[95544714]	[95544125]	[95544125]	[]	[]
14	96385684	96385852	ENST00000555181_1	168	+	96385684	96385852	0	1	168	0	ENST00000555181	168	+	GSKIP		96382247	-17.907039908305546	-17.0469289697716	-27.272666708628336	-1.0541000366210938	1.9656720699069927	3	1604						1	0							14:96385684-96382247	[96385684]	[96387288]	[96385684]	[96385684]	[]	[]
14	100143738	100143861	ENST00000392920_1	123	+	100143738	100143861	0	1	123	0	ENST00000392920	123	+	EVL		100065500	-14.823542246707232	-14.395538172808038	-21.208800315856934	2.8935999065637588	1.1707750989253218	1	498						1	0							14:100143738-100065500	[100143738]	[100144236]	[100143738]	[100143738]	[]	[]
14	100277600	100277663	ENST00000262238_1	63	+	100277600	100277663	0	1	63	0	ENST00000262238	63	+	YY1		100239244	-17.35272530368153	-16.976617620789497	-8.749399964014689	2.754800057411194	1.8376819085440863	2	5188						1	0							14:100277600-100239244	[100277600]	[100282788]	[100277600]	[100277600]	[]	[]
14	103590286	103590433	ENST00000409074_1	147	+	103590286	103590433	0	1	147	0	ENST00000409074	147	+	COA8		103563001	-11.612847369231321	-11.612847369231321	-19.15659980773926	-0.5135999977588653	-0.6411899165559497	2	610						1	0							14:103590286-103563001	[103590286]	[103590896]	[103590286]	[103590286]	[]	[]
14	104715339	104718823	ENST00000392634_1	30	+	104715339	104718823	0	2	1,29	0,3455	ENST00000392634	3484	+	INF2		104701365	-14.829597277448096	-13.712746011851728	-5.421800041198731	3.4529999256134034	-0.5018176952778199	2	3742						1	0							14:104715339-104701365	[104715339, 104718794]	[104715340, 104722535]	[104718794]	[104718794]	[]	[]
14	105470215	105470386	ENST00000331320_1	171	+	105470215	105470386	0	1	171	0	ENST00000331320	171	+	MTA1		105420035	-12.111213326454163	-11.27561229596457	-6.353400135040284	0.8398000530898571	2.653052643827551	2	514						1	0							14:105470215-105420035	[105470215]	[105470729]	[105470215]	[105470215]	[]	[]
14	22575072	22575102	ENST00000250498_1	30	-	22575072	22575102	0	1	30	0	ENST00000250498	30	-	DAD1		22589157	-22.43906677563985	-16.78046669960022	-13.331933498382568	-22.43906677563985	0.47486665510417275	1	30	-22.595612194221847	-21.09896726009189	-21.27559995253881	-10.775800016522407	1.3914204050387655	2	245							14:22575072-22589157	[22575072]	[22575102]	[22564906, 22575058]	[22565137, 22575072]	[]	[]
14	22920741	22920903	ENST00000324366_1	162	-	22920741	22920903	0	1	162	0	ENST00000324366	162	-	PRMT5		22929361	-17.955006102352968	-17.955006102352968	-9.547666978836059	-8.918600070476533	1.7811296266262178	1	162	-19.04321137098639	-19.04321137098639	-17.116399892171223	-10.460700201988221	2.1840234753356573	1	213							14:22920741-22929361	[22920741]	[22920903]	[22920528]	[22920741]	[]	[]
14	34563010	34563121	ENST00000362031_1	111	-	34563010	34563121	0	1	111	0	ENST00000362031	111	-	SNX6		34630116	-16.573567254317773	-10.63091000921286	-14.111800003051759	-8.683699917793273	2.9577747863625086	1	111	-21.842698969336098	-18.74177225563589	NaN	NaN	0.9142077469340906	3	1918							14:34563010-34630116	[34563010]	[34563121]	[34561092]	[34563010]	[]	[]
14	39033211	39033238	ENST00000307712_1	27	-	39033211	39033238	0	1	27	0	ENST00000307712	27	-	SEC23A		39096118	-24.72544503874249	-24.72544503874249	-16.380000174045563		0.9374444438834433	1	27	-22.292645020345592	-21.805945058663685	-19.721599960327147	-10.368700039386749	2.220059553019008	1	1293							14:39033211-39096118	[39033211]	[39033238]	[39031918]	[39033211]	[]	[]
14	45116119	45116197	ENST00000396062_1	78	-	45116119	45116197	0	1	78	0	ENST00000396062	78	-	FKBP3		45134456	-23.12423073557707	-20.71144860667678	-25.981199645996092	-21.016299945116042	1.2334102561267524	1	78	-26.1223032028341	-22.391458768018605	1.2830661455790202	-14.56190047264099	1.1153282137603755	2	521							14:45116119-45134456	[45116119]	[45116197]	[45115598]	[45116119]	[]	[]
14	49583591	49583666	ENST00000245458_1	75	-	49583591	49583666	0	1	75	0	ENST00000245458	75	-	RPS29		49586346	-24.052440001567206	-15.281079980731011	-20.051333506902058	-18.553700169920923	0.9305066590507826	1	75	-19.691333548227945	-18.57000004251798	-19.691333548227945		0.342333326737086	1	15							14:49583591-49586346	[49583591]	[49583666]	[49583576]	[49583591]	[]	[]
14	54427783	54427813	ENST00000216416_1	30	-	54427783	54427813	0	1	30	0	ENST00000216416	30	-	CNIH1		54441327	-11.946399903297424	-2.5643333474795025	-10.893599939346313	-11.946399903297424	2.7742666634730995	1	30	-23.955626705757776	-22.98639188858151	-18.497133534153303	-1.0854000002145767	1.3074423392429986	2	4223							14:54427783-54441327	[54427783]	[54427813]	[54423560]	[54427783]	[]	[]
14	57208602	57208608	ENST00000621441_1	6	-	57208602	57208608	0	1	6	0	ENST00000621441	6	-	EXOC5		57268648	-8.43216641743978	-8.43216641743978			2.5273333229124546	1	6	-24.00291386691944	-23.86572534323623	-22.88339989980062	2.0950000286102295	1.32957256087422	2	8096							14:57208602-57268648	[57208602]	[57208608]	[57200506]	[57208602]	[]	[]
14	63686017	63686104	ENST00000247225_1	87	-	63686017	63686104	0	1	87	0	ENST00000247225	87	-	SGPP1		63727944	-21.406138000817133	-18.255517307026633	-11.730599951744079	-9.497600078582764	1.9610114885258607	1	87	-19.296148151860105	-17.536508296197745	-18.513066718975704	-4.993699860572815	2.755320933512358	2	1802							14:63686017-63727944	[63686017]	[63686104]	[63684215]	[63686017]	[]	[]
14	67338587	67338620	ENST00000216442_1	33	-	67338587	67338620	0	1	33	0	ENST00000216442	33	-	ATP6V1D		67359698	-20.532272573673364	-20.532272573673364	-17.269466400146484	-20.630366520086923	1.0133939376383116	1	33	-25.54381429811929	-23.264011251453997	-22.27120018005371	-13.398799991607666	0.8842383731226978	2	716							14:67338587-67359698	[67338587]	[67338620]	[67337871]	[67338587]	[]	[]
14	67678254	67678320	ENST00000381346_1	66	-	67678254	67678320	0	1	66	0	ENST00000381346	66	-	RDH11		67695703	-24.609136379126348	-24.609136379126348	-22.147532780965168	-19.281166625022887	0.7119545426614808	1	66	-24.270782026995477	-23.995298674456397	-16.778666559855143	-2.3924286365509033	0.5246618534467916	1	1455							14:67678254-67695703	[67678254]	[67678320]	[67676799]	[67678254]	[]	[]
14	68789427	68789532	ENST00000439696_1	105	-	68789427	68789532	0	1	105	0	ENST00000439696	105	-	ZFP36L1		68792938	-17.519028565997168	-15.342999798059463	-12.676199849446615	-7.956699872016907	1.3557714409948813	1	105	-7.847926962871132	-7.847926962871132	-9.215000343322753	4.526500117778778	5.892907214217647	2	1766							14:68789427-68792938	[68789427]	[68789532]	[68787661]	[68789427]	[]	[]
14	70326323	70326332	ENST00000389912_1	9	-	70326323	70326332	0	1	9	0	ENST00000389912	9	-	COX16		70359587	-50.595886866251625	-19.874667127927143			0.7983333335982429	1	9	-22.907785678881723	-21.342488672467677	-18.514066632588705	0.23149995505809784	0.23377023422863624	3	1243							14:70326323-70359587	[70326323]	[70326332]	[70325080]	[70326323]	[]	[]
14	70326323	70326332	ENST00000621525_1	9	-	70326323	70326332	0	1	9	0	ENST00000621525	9	-	SYNJ2BP-COX16		70416963	-50.595886866251625	-19.874667127927143			0.7983333335982429	1	9	-29.00798092644948	-29.00798092644948	-27.88320004940033	-18.778300034999848	0.6154730767625062	2	260							14:70326323-70416963	[70326323]	[70326332]	[70326063]	[70326323]	[]	[]
14	75134758	75134884	ENST00000303575_1	126	-	75134758	75134884	0	1	126	0	ENST00000303575	126	-	TMED10		75176579	-16.06426860064995	-12.363452452042747	-8.107200336456298	-6.7119001865386965	2.7131428674994305	1	126	-23.85983538488168	-22.47734021826046	-9.205666414896648	2.2599998911221824	1.1632675754640986	2	3290							14:75134758-75176579	[75134758]	[75134884]	[75131468]	[75134758]	[]	[]
14	77718066	77718087	ENST00000261531_1	21	-	77718066	77718087	0	1	21	0	ENST00000261531	21	-	SNW1		77761127	-22.91938070385229	-22.91938070385229	-25.324666236837704		-0.04599999636411667	1	21	-18.770446587958908	-18.770446587958908	-12.222600205739338	-10.159300105273724	2.1360876032140834	1	468							14:77718066-77761127	[77718066]	[77718087]	[77717598]	[77718066]	[]	[]
14	92116150	92116192	ENST00000605997_1	42	-	92116150	92116192	0	1	42	0	ENST00000605997	42	-	NDUFB1		92117637	-21.22157153061458	-21.22157153061458	-30.26820011138916	-16.422900128364564	1.1883095448747987	1	42	-21.51203569237675	-12.508999930960792	-26.23280015985171		1.652999998037038	3	28							14:92116150-92117637	[92116150]	[92116192]	[92116122]	[92116150]	[]	[]
14	93183153	93183186	ENST00000298894_1	33	-	93183153	93183186	0	1	33	0	ENST00000298894	33	-	MOAP1		93184242	-20.416484991709392	-19.057120872266363	-28.998266887664794	-19.38776683807373	-0.2351818127049641	1	33	-17.761148747470155	-16.555866819295886	-28.327000045776366	6.4679999351501465	-0.20653586767988186	3	955							14:93183153-93184242	[93183153]	[93183186]	[93182198]	[93183153]	[]	[]
14	99398597	99398678	ENST00000331768_1	81	-	99398597	99398678	0	1	81	0	ENST00000331768	81	-	SETD3		99465805	-19.896505876823706	-15.373642273810635	-25.001732858022056	-12.720999884605408	0.37122221840660513	1	81	-19.95477648768355	-16.325018838530077	-16.828466606140136	-0.6422001004219056	1.6603411804497077	3	850							14:99398597-99465805	[99398597]	[99398678]	[99397747]	[99398597]	[]	[]
14	100334850	100334874	ENST00000392882_1	24	-	100334850	100334874	0	1	24	0	ENST00000392882	24	-	WARS1		100369185	-25.55254145214955	-25.55254145214955	-29.42619946797689		-0.6580416696767012	1	24	-24.25013874619916	-20.55395533551352	-34.718065897623696	-7.4815998554229735	-0.5268557964918282	2	1061							14:100334850-100369185	[100334850]	[100334874]	[100333789]	[100334850]	[]	[]
14	102081693	102081711	ENST00000216281_1	18	-	102081693	102081711	0	1	18	0	ENST00000216281	18	-	HSP90AA1		102086378	-2.510444482167562	-2.510444482167562	-3.9318000157674153		-0.12849999953889185	1	18	-21.813491545003263	-18.38369769194453	-16.28179988861084	-3.3406999111175537	-0.0902265569929218	3	952							14:102081693-102086378	[102081693]	[102081711]	[102080741]	[102081693]	[]	[]
14	103519707	103519863	ENST00000348956_1	156	-	103519707	103519863	0	1	156	0	ENST00000348956	156	-	CKB		103522493	-19.395147317495102	-13.7900449009851	2.671133154630661	-8.91416667997837	2.953756398634794	1	156	-3.475170830310118	-3.475170830310118	-1.6726667282481988	-2.4514001090079547	4.535536586511426	2	41							14:103519707-103522493	[103519707]	[103519863]	[103519666]	[103519707]	[]	[]
14	105011170	105011203	ENST00000336219_1	33	-	105011170	105011203	0	1	33	0	ENST00000336219	33	-	CDCA4		105011929	-25.858091148463163	-16.922697032039817	-29.412000465393067	-22.79420009851456	-0.3376666573864041	1	33	-19.6776944641404	-17.01320455976427	-19.270266342163087	-5.229000002145767	-0.30503441900568834	2	1598							14:105011170-105011929	[105011170]	[105011203]	[105009572]	[105011170]	[]	[]
15	30635630	30644664	ENST00000693711_1	195	+	30635630	30644664	0	4	3,91,75,26	0,980,3115,9008	ENST00000693711	9034	+	ARHGAP11B		30626820	-5.359108649906905	-5.359108649906905	-4.522400045394898	7.6694001197814945	2.436264298557784	3	233	-7.325219433168945	-6.0710083775409345	-10.924799871444701	-0.5903332700332006	0.07339587628895808	1	1455							15:30635630-30626820	[30635630, 30636610, 30638745, 30644638]	[30635633, 30636701, 30638820, 30644702]	[30644638, 30646113, 30647667, 30648303]	[30644638, 30646295, 30647714, 30649529]	[]	[]
15	41380186	41380207	ENST00000661438_1	21	+	41380186	41380207	0	1	21	0	ENST00000661438	21	+	ENSG00000285920		41332957	-26.122987570708485	-25.0970889063529	-21.020867125193277	-4.23249996304512	0.4064225510415959	1	810						1	0							15:41380186-41332957	[41380186]	[41380996]	[41380186]	[41380186]	[]	[]
15	41380186	41380207	ENST00000559596_1	21	+	41380186	41380207	0	1	21	0	ENST00000559596	21	+	NUSAP1		41332957	-25.684241878847743	-25.684241878847743	-30.700333023071288	-10.248399901390076	0.4404434059869363	3	860						1	0							15:41380186-41332957	[41380186]	[41381046]	[41380186]	[41380186]	[]	[]
15	41480687	41480711	ENST00000389629_1	24	+	41480687	41480711	0	1	24	0	ENST00000389629	24	+	RTF1		41417115	-15.543964409107453	-14.388451598861614	-5.699200096726417	1.6130000352859497	2.6762574300706294	3	2876						1	0							15:41480687-41417115	[41480687]	[41483563]	[41480687]	[41480687]	[]	[]
15	43771218	43771347	ENST00000300289_1	129	+	43771218	43771347	0	1	129	0	ENST00000300289	129	+	PDIA3		43746539	-23.176062802159333	-22.41148757276804	-3.9964667320251466	12.369999766349792	1.5725325986001162	3	2060						1	0							15:43771218-43746539	[43771218]	[43773278]	[43771218]	[43771218]	[]	[]
15	44716342	44717736	ENST00000648006_1	144	+	44716342	44717736	0	2	14,130	0,1264	ENST00000648006	1394	+	B2M		44711546	-29.085362154059112	-27.129853936032756	-37.9612008412679	-14.058199787139893	-0.5252658210258601	2	553						1	0							15:44716342-44711546	[44716342, 44717606]	[44716356, 44718145]	[44717606]	[44717606]	[]	[]
15	45606514	45606577	ENST00000220531_1	63	+	45606514	45606577	0	1	63	0	ENST00000220531	63	+	BLOC1S6		45587443	-23.385111712735625	-21.906242759912377	-20.365933481852213	2.309600019454956	0.4974655512408454	3	3194						1	0							15:45606514-45587443	[45606514]	[45609708]	[45606514]	[45606514]	[]	[]
15	48878740	48878833	ENST00000530028_1	93	+	48878740	48878833	0	1	93	0	ENST00000530028	93	+	EID1		48878176	-24.564960756008244	-23.394051747649282	-33.98513317108154	0.29949996471405027	1.1721967901268113	3	1433						1	0							15:48878740-48878176	[48878740]	[48880173]	[48878740]	[48878740]	[]	[]
15	65887840	65887861	ENST00000261890_1	21	+	65887840	65887861	0	1	21	0	ENST00000261890	21	+	RAB11A		65869585	-20.30777851670778	-20.30777851670778	-22.0050670226415	0.25328574436051504	1.8595801592133767	1	4149						1	0							15:65887840-65869585	[65887840]	[65891989]	[65887840]	[65887840]	[]	[]
15	67806750	67806786	ENST00000178640_1	36	+	67806750	67806786	0	1	36	0	ENST00000178640	36	+	MAP2K5		67543335	-23.332373604833425	-18.856291289103556	-28.092133617401124	-2.388200116157532	0.15203571237833494	2	364						1	0							15:67806750-67543335	[67806750]	[67807114]	[67806750]	[67806750]	[]	[]
15	69447807	69447948	ENST00000679126_1	141	+	69447807	69447948	0	1	141	0	ENST00000679126	141	+	KIF23		69414465	-20.670650510461005	-19.710551254584537	-12.267199802398682	-7.287699913978576	1.5584207094021285	1	618						1	0							15:69447807-69414465	[69447807]	[69448425]	[69447807]	[69447807]	[]	[]
15	69455507	69455540	ENST00000260379_1	33	+	69455507	69455540	0	1	33	0	ENST00000260379	33	+	RPLP1		69452948	-14.573207237877106	-14.13368259196889	-38.05439987182617	-1.69142861025674	-0.27374498542320824	3	698						1	0							15:69455507-69452948	[69455507]	[69456205]	[69455507]	[69455507]	[]	[]
15	72583292	72583313	ENST00000379887_1	21	+	72583292	72583313	0	1	21	0	ENST00000379887	21	+	ARIH1		72474639	-18.310886098039045	-17.92372064130131	-3.714933414508899	5.968999862670898	0.6420441462898518	1	19695						1	0							15:72583292-72474639	[72583292]	[72602987]	[72583292]	[72583292]	[]	[]
15	73302696	73302756	ENST00000261908_1	60	+	73302696	73302756	0	1	60	0	ENST00000261908	60	+	NEO1		73052675	-17.079320017056396	-16.996370836272835	-29.57553393046061	1.4937001943588257	1.752868903422379	2	2509						1	0							15:73302696-73052675	[73302696]	[73305205]	[73302696]	[73302696]	[]	[]
15	73712956	73712962	ENST00000318443_1	6	+	73712956	73712962	0	1	6	0	ENST00000318443	6	+	CD276		73699639	-21.48726990104643	-21.48726990104643	-15.05560007095337	-3.5261999905109405	0.1982650822573981	2	1558						1	0							15:73712956-73699639	[73712956]	[73714514]	[73712956]	[73712956]	[]	[]
15	75340005	75340161	ENST00000267935_1	156	+	75340005	75340161	0	1	156	0	ENST00000267935	156	+	COMMD4		75336089	-20.254958927318622	-20.254958927318622	-27.871466819445292	-6.091499996185303	0.12653358310674762	2	268						1	0							15:75340005-75336089	[75340005]	[75340273]	[75340005]	[75340005]	[]	[]
15	76949222	76949243	ENST00000394885_1	21	+	76949222	76949243	0	1	21	0	ENST00000394885	21	+	RCN2		76931841	-17.34455393617897	-16.22625563864295	-24.030599975585936	2.6675999641418455	0.4017902569317521	3	5171						1	0							15:76949222-76931841	[76949222]	[76954393]	[76949222]	[76949222]	[]	[]
15	78498143	78498179	ENST00000258886_1	36	+	78498143	78498179	0	1	36	0	ENST00000258886	36	+	IREB2		78438337	-21.63298711912899	-20.56866839790989	-25.388266881306965	4.388000011444092	0.9037838744525004	2	3310						1	0							15:78498143-78438337	[78498143]	[78501453]	[78498143]	[78498143]	[]	[]
15	78548944	78549013	ENST00000044462_1	69	+	78548944	78549013	0	1	69	0	ENST00000044462	69	+	PSMA4		78541927	-17.376743911297595	-17.025519362629197	-22.51313342253367	0.45600008219480515	-0.3909154485314	3	3473						1	0							15:78548944-78541927	[78548944]	[78552417]	[78548944]	[78548944]	[]	[]
15	78897067	78897175	ENST00000426013_1	108	+	78897067	78897175	0	1	108	0	ENST00000426013	108	+	MORF4L1		78873017	-14.03079066986039	-13.329271171444036	-14.129600334167481	2.538399946689606	1.9481521949482243	2	1072						1	0							15:78897067-78873017	[78897067]	[78898139]	[78897067]	[78897067]	[]	[]
15	80754370	80754445	ENST00000258884_1	75	+	80754370	80754445	0	1	75	0	ENST00000258884	75	+	ABHD17C		80695429	-14.06222306803795	-14.06222306803795	2.160133139292399	0.9441999435424805	1.7395771383705232	1	1251						1	0							15:80754370-80695429	[80754370]	[80755621]	[80754370]	[80754370]	[]	[]
15	82990067	82990115	ENST00000304191_1	48	+	82990067	82990115	0	1	48	0	ENST00000304191	48	+	RAMAC		82989018	-23.712723597990184	-23.712723597990184	-7.601466731230418	-7.807099962234497	0.5103121200791616	1	990						1	0							15:82990067-82989018	[82990067]	[82991057]	[82990067]	[82990067]	[]	[]
15	88630294	88630339	ENST00000332810_1	45	+	88630294	88630339	0	1	45	0	ENST00000332810	45	+	AEN		88626209	-21.14242893111356	-20.206378469794192	-4.822999763488769	-4.239299714565277	-0.4264781087947818	2	1987						1	0							15:88630294-88626209	[88630294]	[88632281]	[88630294]	[88630294]	[]	[]
15	89195423	89195513	ENST00000352732_1	90	+	89195423	89195513	0	1	90	0	ENST00000352732	90	+	ABHD2		89116327	-21.13751748077708	-21.13751748077708	-47.06179945468902	4.218800115585327	0.7537998530236715	3	6932						1	0							15:89195423-89116327	[89195423]	[89202355]	[89195423]	[89195423]	[]	[]
15	90953716	90953776	ENST00000418476_1	60	+	90953716	90953776	0	1	60	0	ENST00000418476	60	+	UNC45A		90935324	-25.300743286303657	-20.415496055906345	-15.012933365503947	-4.886099815368652	-0.09702917397891811	3	377						1	0							15:90953716-90935324	[90953716]	[90954093]	[90953716]	[90953716]	[]	[]
15	34084258	34084333	ENST00000256545_1	75	-	34084258	34084333	0	1	75	0	ENST00000256545	75	-	EMC7		34101839	-23.707360008557636	-23.707360008557636	-16.065466785430907	-14.71389993429184	1.7171599960327149	1	75	-12.26606282704046	-10.679334712795383	-12.664400243759156	-2.152100074291229	4.916243801678508	2	242							15:34084258-34101839	[34084258]	[34084333]	[34084016]	[34084258]	[]	[]
15	34341793	34341967	ENST00000328848_1	174	-	34341793	34341967	0	1	174	0	ENST00000328848	174	-	NOP10		34343073	-30.25001705121035	-21.1328739482781	-37.72606579462687	-15.918999910354614	0.2833793117282056	1	174	-28.162773348490397	-21.438719902038574	-25.814533233642578	-25.438399982452392	1.32474668170015	1	75							15:34341793-34343073	[34341793]	[34341967]	[34341718]	[34341793]	[]	[]
